Chrom	Start	End	Name	Score	Strand	Conc	Conc_NEUROD1_Foxg1KD	Conc_NEUROD1_Control	Fold	p.value	FDR	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr11	28195310	28196022	DiffBind	0	.	6.83	5.7	7.45	-1.75	7.13e-05	0.00383	Distal Intergenic	11	28339104	28339867	764	2	ENSMUST00000042595	143845	ENSMUSG00000032889	ENSMUSG00000032889
chr8	94258768	94259307	DiffBind	0	.	5.52	4.62	6.08	-1.46	0.00175	0.0309	Intron (ENSMUST00000079961/ENSMUSG00000032939, intron 3 of 21)	8	94227661	94315066	87406	1	ENSMUST00000109547	31108	ENSMUSG00000032939	ENSMUSG00000032939
chr11	26073872	26074321	DiffBind	0	.	5.31	4.38	5.88	-1.5	0.00204	0.034	Intron (ENSMUST00000125773/ENSMUSG00000032985, intron 1 of 5)	11	25849297	26081600	232304	2	ENSMUST00000135168	7279	ENSMUSG00000032985	ENSMUSG00000032985
chr14	103384773	103385642	DiffBind	0	.	6.13	5.13	6.71	-1.58	6.49e-05	0.0036	Distal Intergenic	14	103311695	103346814	35120	2	ENSMUST00000162537	-37960	ENSMUSG00000033004	ENSMUSG00000033004
chr15	79052990	79053349	DiffBind	0	.	5.36	3.86	6.08	-2.22	2.87e-05	0.00203	Promoter (1-2kb)	15	79053768	79055344	1577	2	ENSMUST00000125523	1995	ENSMUSG00000033055	ENSMUSG00000033055
chr14	101911967	101912540	DiffBind	0	.	5.39	3.86	6.12	-2.25	3.08e-05	0.00215	3' UTR	14	101919077	101930760	11684	1	ENSMUST00000159154	-6537	ENSMUSG00000033060	ENSMUSG00000033060
chr2	150735850	150736610	DiffBind	0	.	5.63	4.82	6.15	-1.32	0.00224	0.0361	Distal Intergenic	2	150749042	150771675	22634	1	ENSMUST00000094467	-12432	ENSMUSG00000033068	ENSMUSG00000033068
chr13	64237309	64237700	DiffBind	0	.	5.53	4.19	6.21	-2.02	2.21e-05	0.00168	Intron (ENSMUST00000109769/ENSMUSG00000033102, intron 4 of 13)	13	64192545	64248526	55982	2	ENSMUST00000109769	10826	ENSMUSG00000033102	ENSMUSG00000033102
chr13	64235204	64235842	DiffBind	0	.	6.29	4.73	7.03	-2.3	2.75e-08	1.47e-05	Intron (ENSMUST00000109769/ENSMUSG00000033102, intron 4 of 13)	13	64192545	64248526	55982	2	ENSMUST00000109769	12684	ENSMUSG00000033102	ENSMUSG00000033102
chr14	99146699	99147103	DiffBind	0	.	5.57	4.27	6.24	-1.97	0.00226	0.0364	Intron (ENSMUST00000022650/ENSMUSG00000022064, intron 9 of 17)	14	99076634	99099770	23137	2	ENSMUST00000042471	-46930	ENSMUSG00000033166	ENSMUSG00000033166
chr16	45695898	45696343	DiffBind	0	.	6.28	5.33	6.84	-1.52	0.000203	0.00783	Promoter (2-3kb)	16	45656317	45693658	37342	2	ENSMUST00000036617	-2241	ENSMUSG00000033177	ENSMUSG00000033177
chr19	23518521	23519143	DiffBind	0	.	5.77	4.77	6.35	-1.58	0.00227	0.0364	Distal Intergenic	19	23302609	23448322	145714	2	ENSMUST00000036069	-70200	ENSMUSG00000033207	ENSMUSG00000033207
chr19	23520665	23520934	DiffBind	0	.	4.88	3.35	5.61	-2.26	0.000736	0.0179	Distal Intergenic	19	23302609	23448322	145714	2	ENSMUST00000036069	-72344	ENSMUSG00000033207	ENSMUSG00000033207
chr5	111200954	111201898	DiffBind	0	.	7.35	7.69	6.91	0.78	0.00245	0.0382	Intron (ENSMUST00000040111/ENSMUSG00000033209, intron 7 of 23)	5	111225458	111229415	3958	1	ENSMUST00000125470	-23560	ENSMUSG00000033209	ENSMUSG00000033209
chr5	111222360	111222926	DiffBind	0	.	6.33	3.49	7.23	-3.74	1.05e-11	4.64e-08	Promoter (2-3kb)	5	111225458	111229415	3958	1	ENSMUST00000125470	-2532	ENSMUSG00000033209	ENSMUSG00000033209
chr14	111620806	111621234	DiffBind	0	.	5.25	4.23	5.85	-1.62	0.00335	0.0462	Distal Intergenic	14	111675115	111683134	8020	1	ENSMUST00000042767	-53881	ENSMUSG00000033214	ENSMUSG00000033214
chr3	118545029	118545583	DiffBind	0	.	5.26	4.02	5.92	-1.91	0.000204	0.00786	Distal Intergenic	3	118562129	119432918	870790	1	ENSMUST00000039177	-16546	ENSMUSG00000033308	ENSMUSG00000033308
chr5	110611260	110611967	DiffBind	0	.	7.2	6.7	7.57	-0.87	0.00154	0.0283	Intron (ENSMUST00000040001/ENSMUSG00000033316, intron 6 of 10)	5	110603505	110621382	17878	1	ENSMUST00000165856	7756	ENSMUSG00000033316	ENSMUSG00000033316
chr3	117519620	117520247	DiffBind	0	.	5.58	3.39	6.42	-3.03	8.39e-09	6.16e-06	Distal Intergenic	3	117575227	117689507	114281	1	ENSMUST00000106473	-54980	ENSMUSG00000033342	ENSMUSG00000033342
chr9	95321871	95322533	DiffBind	0	.	5.18	6.04	2.73	3.32	2.49e-05	0.00183	Distal Intergenic	9	95400929	95407270	6342	2	ENSMUST00000036267	84737	ENSMUSG00000033350	ENSMUSG00000033350
chr16	23655530	23656101	DiffBind	0	.	5.45	4.12	6.13	-2.01	0.000225	0.00837	Distal Intergenic	16	23609919	23614222	4304	1	ENSMUST00000038423	45612	ENSMUSG00000033355	ENSMUSG00000033355
chr19	60603445	60604083	DiffBind	0	.	5.98	6.67	4.58	2.09	0.00178	0.0313	Distal Intergenic	19	60524696	60581023	56328	2	ENSMUST00000166712	-22423	ENSMUSG00000033417	ENSMUSG00000033417
chr19	60621028	60622047	DiffBind	0	.	8.12	8.44	7.7	0.74	0.00246	0.0383	Distal Intergenic	19	60524696	60581023	56328	2	ENSMUST00000166712	-40006	ENSMUSG00000033417	ENSMUSG00000033417
chr9	30855819	30856332	DiffBind	0	.	6.39	5.63	6.89	-1.27	0.000232	0.00855	Distal Intergenic	9	30899155	30922452	23298	2	ENSMUST00000065112	66120	ENSMUSG00000033453	ENSMUSG00000033453
chr14	72847480	72848468	DiffBind	0	.	7.03	6.49	7.42	-0.93	0.000649	0.0165	Distal Intergenic	14	72537946	72710003	172058	2	ENSMUST00000089017	-137478	ENSMUSG00000033487	ENSMUSG00000033487
chr14	72490248	72490841	DiffBind	0	.	6.73	5.95	7.24	-1.28	0.000336	0.0108	Distal Intergenic	14	72561447	72564718	3272	2	ENSMUST00000159144	73877	ENSMUSG00000033487	ENSMUSG00000033487
chr8	111614322	111615341	DiffBind	0	.	8.06	8.33	7.72	0.61	0.00272	0.0405	Intron (ENSMUST00000172856/ENSMUSG00000033545, intron 3 of 5)	8	111609296	111621775	12480	1	ENSMUST00000173819	5027	ENSMUSG00000033545	ENSMUSG00000033545
chr1	25745569	25746414	DiffBind	0	.	7.2	6.5	7.67	-1.17	0.000268	0.00939	Intron (ENSMUST00000146592/ENSMUSG00000033569, intron 1 of 28)	1	25067550	25826139	758590	2	ENSMUST00000146592	79725	ENSMUSG00000033569	ENSMUSG00000033569
chr15	77054717	77055153	DiffBind	0	.	5.65	4.72	6.21	-1.49	0.00139	0.0266	Promoter (1-2kb)	15	77052751	77056044	3294	1	ENSMUST00000139304	1967	ENSMUSG00000033576	ENSMUSG00000033576
chr7	62276158	62276676	DiffBind	0	.	6.34	5.45	6.89	-1.44	0.00207	0.0344	Distal Intergenic	7	62348277	62349928	1652	1	ENSMUST00000038775	-71601	ENSMUSG00000033585	ENSMUSG00000033585
chr8	111306909	111307349	DiffBind	0	.	5.14	3.56	5.87	-2.31	6.82e-05	0.00373	Distal Intergenic	8	111270944	111300222	29279	2	ENSMUST00000038739	-6688	ENSMUSG00000033596	ENSMUSG00000033596
chr18	30103807	30104204	DiffBind	0	.	4.97	3.64	5.66	-2.02	0.00282	0.0414	Distal Intergenic	18	30272747	30348126	75380	1	ENSMUST00000115812	-168543	ENSMUSG00000033628	ENSMUSG00000033628
chr18	29602949	29603602	DiffBind	0	.	7.57	6.89	8.03	-1.14	0.000548	0.0147	Distal Intergenic	18	30272747	30348126	75380	1	ENSMUST00000115812	-669145	ENSMUSG00000033628	ENSMUSG00000033628
chr18	29429131	29429688	DiffBind	0	.	6.65	5.95	7.12	-1.17	0.00137	0.0263	Distal Intergenic	18	30272747	30348126	75380	1	ENSMUST00000115812	-843059	ENSMUSG00000033628	ENSMUSG00000033628
chr19	54127388	54127855	DiffBind	0	.	5.16	4.13	5.76	-1.62	0.00277	0.041	Distal Intergenic	19	54045182	54048982	3801	1	ENSMUST00000036700	82207	ENSMUSG00000033717	ENSMUSG00000033717
chr19	54522762	54523450	DiffBind	0	.	6.35	6.88	5.5	1.38	0.00137	0.0263	Distal Intergenic	19	54045182	54048982	3801	1	ENSMUST00000036700	477581	ENSMUSG00000033717	ENSMUSG00000033717
chr1	155204297	155205730	DiffBind	0	.	7.86	8.18	7.46	0.72	0.00126	0.025	Distal Intergenic	1	155212474	155232724	20251	2	ENSMUST00000035914	26994	ENSMUSG00000033722	ENSMUSG00000033722
chr1	6823200	6823892	DiffBind	0	.	6.73	5.93	7.24	-1.31	4.28e-05	0.00272	Intron (ENSMUST00000140079/ENSMUSG00000033740, intron 13 of 23)	1	6827897	6848984	21088	1	ENSMUST00000151015	-4005	ENSMUSG00000033740	ENSMUSG00000033740
chr1	6769996	6770393	DiffBind	0	.	5.31	4.12	5.95	-1.83	0.000364	0.0113	Intron (ENSMUST00000140079/ENSMUSG00000033740, intron 5 of 23)	1	6802791	6809365	6575	1	ENSMUST00000132207	-32398	ENSMUSG00000033740	ENSMUSG00000033740
chr1	6540287	6540732	DiffBind	0	.	5.61	4.23	6.3	-2.07	0.000102	0.00488	Intron (ENSMUST00000140079/ENSMUSG00000033740, intron 2 of 23)	1	6487331	6860940	373610	1	ENSMUST00000131494	52957	ENSMUSG00000033740	ENSMUSG00000033740
chr14	8094866	8095656	DiffBind	0	.	6.2	5.55	6.65	-1.09	0.0037	0.0492	Promoter (2-3kb)	14	8098213	8165111	66899	1	ENSMUST00000036682	-2557	ENSMUSG00000033885	ENSMUSG00000033885
chr3	82431576	82432150	DiffBind	0	.	5.57	4.27	6.25	-1.98	0.00143	0.027	Distal Intergenic	3	82358072	82395268	37197	1	ENSMUST00000091014	73505	ENSMUSG00000033900	ENSMUSG00000033900
chr8	126961389	126961976	DiffBind	0	.	7.08	6.6	7.44	-0.84	0.00258	0.0393	Exon (ENSMUST00000045994/ENSMUSG00000033931, exon 7 of 11)	8	126947175	126971079	23905	2	ENSMUST00000045994	9103	ENSMUSG00000033931	ENSMUSG00000033931
chr18	46112536	46113324	DiffBind	0	.	7.61	7.22	7.92	-0.7	0.00344	0.0469	Distal Intergenic	18	46165302	46198818	33517	2	ENSMUST00000167364	85494	ENSMUSG00000033949	ENSMUSG00000033949
chr3	80769876	80770180	DiffBind	0	.	5.06	3.8	5.72	-1.91	0.00131	0.0256	Intron (ENSMUST00000075316/ENSMUSG00000033981, intron 2 of 15)	3	80684936	80802791	117856	2	ENSMUST00000075316	32611	ENSMUSG00000033981	ENSMUSG00000033981
chr13	76190195	76190707	DiffBind	0	.	6.29	5.58	6.76	-1.18	0.00106	0.0225	Distal Intergenic	13	76098734	76187983	89250	1	ENSMUST00000091466	91462	ENSMUSG00000033991	ENSMUSG00000033991
chr8	126045449	126046339	DiffBind	0	.	8.12	7.69	8.45	-0.76	0.0033	0.0458	Distal Intergenic	8	125995102	126030683	35582	1	ENSMUST00000046765	50348	ENSMUSG00000033998	ENSMUSG00000033998
chr18	89231500	89232127	DiffBind	0	.	5.47	4.58	6.01	-1.43	0.00275	0.0408	Intron (ENSMUST00000037142/ENSMUSG00000034028, intron 3 of 6)	18	89197498	89269161	71664	1	ENSMUST00000097496	34003	ENSMUSG00000034028	ENSMUSG00000034028
chr5	131181136	131181674	DiffBind	0	.	5.67	4.59	6.28	-1.69	0.000361	0.0113	Intron (ENSMUST00000086023/ENSMUSG00000034040, intron 1 of 10)	5	131085272	131306915	221644	2	ENSMUST00000160807	125241	ENSMUSG00000034040	ENSMUSG00000034040
chr6	91862640	91863315	DiffBind	0	.	6.81	6.26	7.2	-0.94	0.00161	0.0293	Distal Intergenic	6	91878053	91899843	21791	1	ENSMUST00000037783	-14738	ENSMUSG00000034083	ENSMUSG00000034083
chr3	76140386	76140864	DiffBind	0	.	5.79	4.82	6.37	-1.55	0.000311	0.0103	Intron (ENSMUST00000038364/ENSMUSG00000034098, intron 1 of 15)	3	76075583	76708636	633054	1	ENSMUST00000160261	64804	ENSMUSG00000034098	ENSMUSG00000034098
chr3	76724242	76724628	DiffBind	0	.	5.41	4.34	6.02	-1.68	0.000438	0.0127	Distal Intergenic	3	76593550	76707549	114000	1	ENSMUST00000162471	130693	ENSMUSG00000034098	ENSMUSG00000034098
chr3	76654246	76654646	DiffBind	0	.	5.69	4.63	6.29	-1.66	0.000256	0.00915	Intron (ENSMUST00000038364/ENSMUSG00000034098, intron 13 of 15)	3	76593550	76707549	114000	1	ENSMUST00000162471	60697	ENSMUSG00000034098	ENSMUSG00000034098
chr9	46025892	46026488	DiffBind	0	.	7.05	5.93	7.68	-1.74	6.44e-08	2.66e-05	Intron (ENSMUST00000126865/ENSMUSG00000034135, intron 1 of 24)	9	46013000	46221234	208235	1	ENSMUST00000120247	12893	ENSMUSG00000034135	ENSMUSG00000034135
chr4	116015893	116016497	DiffBind	0	.	6.8	6.14	7.26	-1.12	0.000919	0.0206	Promoter (1-2kb)	4	115967145	116017675	50531	2	ENSMUST00000125761	1178	ENSMUSG00000034171	ENSMUSG00000034171
chr11	87657239	87657786	DiffBind	0	.	6.19	5.48	6.67	-1.19	0.00136	0.0262	3' UTR	11	87662722	87729934	67213	1	ENSMUST00000134684	-4936	ENSMUSG00000034177	ENSMUSG00000034177
chr11	103807905	103808414	DiffBind	0	.	5.2	5.8	4.15	1.64	0.00287	0.0419	Exon (ENSMUST00000000127/ENSMUSG00000000125, exon 2 of 5)	11	103822934	103824100	1167	2	ENSMUST00000040443	15686	ENSMUSG00000034187	ENSMUSG00000034187
chr8	119497689	119498096	DiffBind	0	.	5.45	4.27	6.09	-1.82	0.00158	0.0288	Promoter (<=1kb)	8	119485521	119496987	11467	2	ENSMUST00000132838	-703	ENSMUSG00000034224	ENSMUSG00000034224
chr17	5612091	5612612	DiffBind	0	.	6.28	5.46	6.8	-1.34	0.000341	0.0109	Intron (ENSMUST00000089185/ENSMUSG00000034265, intron 1 of 8)	17	5492600	5753891	261292	1	ENSMUST00000089185	119492	ENSMUSG00000034265	ENSMUSG00000034265
chr5	128407398	128408098	DiffBind	0	.	5.7	6.27	4.73	1.54	0.00204	0.034	Intron (ENSMUST00000044441/ENSMUSG00000034310, intron 1 of 8)	5	127783491	128433077	649587	2	ENSMUST00000044441	24979	ENSMUSG00000034310	ENSMUSG00000034310
chr6	90734151	90734535	DiffBind	0	.	5.71	4.88	6.23	-1.35	0.00239	0.0376	Promoter (2-3kb)	6	90690662	90736687	46026	2	ENSMUST00000133492	2152	ENSMUSG00000034312	ENSMUSG00000034312
chr6	90798922	90799518	DiffBind	0	.	6.71	6.04	7.17	-1.13	0.00228	0.0365	Intron (ENSMUST00000101151/ENSMUSG00000034312, intron 1 of 13)	6	90659598	90810123	150526	2	ENSMUST00000101151	10605	ENSMUSG00000034312	ENSMUSG00000034312
chr6	90802054	90802977	DiffBind	0	.	7.18	6.64	7.58	-0.93	0.000368	0.0114	Intron (ENSMUST00000101151/ENSMUSG00000034312, intron 1 of 13)	6	90659598	90810123	150526	2	ENSMUST00000101151	7146	ENSMUSG00000034312	ENSMUSG00000034312
chr5	127180927	127181589	DiffBind	0	.	6.61	5.26	7.3	-2.04	6.69e-07	0.000146	Distal Intergenic	5	127241808	127565793	323986	1	ENSMUST00000119026	-60219	ENSMUSG00000034324	ENSMUSG00000034324
chr13	92459512	92459975	DiffBind	0	.	5.34	4.22	5.96	-1.74	0.00134	0.026	Intron (ENSMUST00000040106/ENSMUSG00000034334, intron 5 of 5)	13	92449622	92484031	34410	2	ENSMUST00000040106	24056	ENSMUSG00000034334	ENSMUSG00000034334
chr8	117394895	117395424	DiffBind	0	.	5.13	3.92	5.78	-1.85	0.000598	0.0157	Intron (ENSMUST00000166750/ENSMUSG00000034390, intron 3 of 20)	8	117349170	117461503	112334	1	ENSMUST00000095172	45726	ENSMUSG00000034390	ENSMUSG00000034390
chr12	74936521	74936923	DiffBind	0	.	5.59	4.72	6.12	-1.4	0.00318	0.0446	Intron (ENSMUST00000042299/ENSMUSG00000034402, intron 10 of 10)	12	74897217	75177332	280116	2	ENSMUST00000042299	240409	ENSMUSG00000034402	ENSMUSG00000034402
chr17	26390712	26391132	DiffBind	0	.	5.94	4.88	6.55	-1.67	0.00279	0.0411	Distal Intergenic	17	26414965	26446338	31374	1	ENSMUST00000053020	-23833	ENSMUSG00000034413	ENSMUSG00000034413
chr1	90433920	90434863	DiffBind	0	.	7.17	7.65	6.45	1.19	2.08e-05	0.00162	Distal Intergenic	1	90603425	90613341	9917	1	ENSMUST00000036153	-168562	ENSMUSG00000034432	ENSMUSG00000034432
chr1	90450469	90450782	DiffBind	0	.	4.87	3.66	5.52	-1.85	0.00328	0.0456	Distal Intergenic	1	90603425	90613341	9917	1	ENSMUST00000036153	-152643	ENSMUSG00000034432	ENSMUSG00000034432
chr8	75204059	75204847	DiffBind	0	.	7.03	6.09	7.59	-1.5	1.39e-07	4.64e-05	Distal Intergenic	8	75213944	75224113	10170	1	ENSMUST00000139848	-9097	ENSMUSG00000034472	ENSMUSG00000034472
chr16	35311176	35312070	DiffBind	0	.	6.36	5.5	6.89	-1.4	0.000442	0.0127	Exon (ENSMUST00000043521/ENSMUSG00000034473, exon 1 of 7)	16	35314070	35347739	33670	2	ENSMUST00000154064	35669	ENSMUSG00000034473	ENSMUSG00000034473
chr18	53027799	53028649	DiffBind	0	.	5.71	6.43	4.2	2.22	0.00121	0.0244	Distal Intergenic	18	53176365	53220860	44496	1	ENSMUST00000037850	-147716	ENSMUSG00000034484	ENSMUSG00000034484
chr13	89030220	89030601	DiffBind	0	.	6.14	5.14	6.73	-1.59	0.000232	0.00855	Intron (ENSMUST00000118731/ENSMUSG00000034488, intron 3 of 9)	13	88821642	89323223	501582	1	ENSMUST00000043111	208579	ENSMUSG00000034488	ENSMUSG00000034488
chr13	70475280	70475814	DiffBind	0	.	5.79	4.62	6.43	-1.82	0.000187	0.00747	Distal Intergenic	13	70588689	70637634	48946	2	ENSMUST00000043493	161820	ENSMUSG00000034525	ENSMUSG00000034525
chr13	70702884	70703361	DiffBind	0	.	5.74	3.93	6.51	-2.59	2.28e-08	1.28e-05	Distal Intergenic	13	70588689	70637634	48946	2	ENSMUST00000043493	-65251	ENSMUSG00000034525	ENSMUSG00000034525
chr13	70631720	70632185	DiffBind	0	.	4.88	3.36	5.6	-2.25	0.00337	0.0463	Intron (ENSMUST00000043493/ENSMUSG00000034525, intron 1 of 18)	13	70588689	70637634	48946	2	ENSMUST00000043493	5449	ENSMUSG00000034525	ENSMUSG00000034525
chr10	122581648	122582804	DiffBind	0	.	7.42	7.8	6.91	0.89	0.000479	0.0134	Distal Intergenic	10	122678762	122880333	201572	1	ENSMUST00000162853	-95958	ENSMUSG00000034613	ENSMUSG00000034613
chr10	122693124	122693790	DiffBind	0	.	6.85	6.3	7.25	-0.94	0.00185	0.0321	Intron (ENSMUST00000162853/ENSMUSG00000034613, intron 1 of 5)	10	122678782	122945795	267014	1	ENSMUST00000067918	14343	ENSMUSG00000034613	ENSMUSG00000034613
chr13	68577927	68578320	DiffBind	0	.	5.82	5.01	6.34	-1.32	0.00267	0.04	Intron (ENSMUST00000045827/ENSMUSG00000034617, intron 3 of 14)	13	68560780	68582121	21342	2	ENSMUST00000045827	3801	ENSMUSG00000034617	ENSMUSG00000034617
chr10	122126380	122126852	DiffBind	0	.	5.37	4.05	6.05	-2	0.000852	0.0196	Distal Intergenic	10	122078114	122097371	19258	2	ENSMUST00000140299	-29010	ENSMUSG00000034620	ENSMUSG00000034620
chr6	107631147	107631641	DiffBind	0	.	5.26	4.23	5.85	-1.62	0.00134	0.026	Distal Intergenic	6	107529726	107570228	40503	1	ENSMUST00000049285	101422	ENSMUSG00000034648	ENSMUSG00000034648
chr6	107362040	107362809	DiffBind	0	.	6.5	5.81	6.97	-1.15	0.00354	0.0477	Distal Intergenic	6	107529726	107570228	40503	1	ENSMUST00000049285	-166917	ENSMUSG00000034648	ENSMUSG00000034648
chr7	6202502	6203066	DiffBind	0	.	6.87	5.57	7.55	-1.98	3.68e-07	9.86e-05	Promoter (<=1kb)	7	6202801	6211366	8566	1	ENSMUST00000130076	0	ENSMUSG00000034660	ENSMUSG00000034660
chr5	96501757	96502339	DiffBind	0	.	5.73	4.79	6.3	-1.51	0.000975	0.0214	Intron (ENSMUST00000036019/ENSMUSG00000034687, intron 2 of 73)	5	96373955	96784728	410774	1	ENSMUST00000036019	127803	ENSMUSG00000034687	ENSMUSG00000034687
chr5	96029835	96030197	DiffBind	0	.	5.55	3.64	6.34	-2.7	3.27e-07	9.1e-05	Distal Intergenic	5	96075576	96086933	11358	2	ENSMUST00000152490	56736	ENSMUSG00000034724	ENSMUSG00000034724
chr15	74430770	74431130	DiffBind	0	.	4.65	3.02	5.39	-2.36	0.000388	0.0117	Distal Intergenic	15	74516196	74589443	73248	1	ENSMUST00000042035	-85066	ENSMUSG00000034730	ENSMUSG00000034730
chr19	53500284	53501231	DiffBind	0	.	6.47	5.84	6.91	-1.07	0.00149	0.0278	Distal Intergenic	19	53529109	53542431	13323	1	ENSMUST00000038287	-27878	ENSMUSG00000034765	ENSMUSG00000034765
chr18	20237366	20237780	DiffBind	0	.	5.68	4.69	6.26	-1.57	0.000523	0.0143	Distal Intergenic	18	20247340	20285031	37692	1	ENSMUST00000054128	-9560	ENSMUSG00000034774	ENSMUSG00000034774
chr8	123137563	123138291	DiffBind	0	.	6.49	5.34	7.12	-1.78	1.41e-05	0.00122	Intron (ENSMUST00000127664/ENSMUSG00000092329, intron 1 of 15)	8	123128623	123131892	3270	1	ENSMUST00000127431	8941	ENSMUSG00000034796	ENSMUSG00000034796
chr9	60739025	60739514	DiffBind	0	.	4.57	5.55	-0.22	5.76	1.21e-06	0.000218	Distal Intergenic	9	60712989	60738801	25813	1	ENSMUST00000038407	26037	ENSMUSG00000034839	ENSMUSG00000034839
chr2	127115494	127115908	DiffBind	0	.	5.62	4.32	6.29	-1.96	0.00148	0.0277	Promoter (<=1kb)	2	127103827	127114670	10844	2	ENSMUST00000152806	-825	ENSMUSG00000034906	ENSMUSG00000034906
chr13	54202449	54202944	DiffBind	0	.	5.99	5.17	6.51	-1.33	0.000644	0.0164	Intron (ENSMUST00000038101/ENSMUSG00000034987, intron 1 of 2)	13	54192129	54222432	30304	1	ENSMUST00000038101	10321	ENSMUSG00000034987	ENSMUSG00000034987
chr7	121090895	121091321	DiffBind	0	.	5.05	3.79	5.72	-1.93	0.0033	0.0458	5' UTR	7	121083424	121091595	8172	1	ENSMUST00000171880	7472	ENSMUSG00000034990	ENSMUSG00000034990
chr14	74309382	74309949	DiffBind	0	.	5.04	3.94	5.66	-1.72	0.00296	0.0426	Distal Intergenic	14	74640840	74706859	66020	1	ENSMUST00000036653	-330891	ENSMUSG00000034997	ENSMUSG00000034997
chr14	74468324	74468851	DiffBind	0	.	5.74	4.66	6.35	-1.7	0.00348	0.0473	Distal Intergenic	14	74640840	74706859	66020	1	ENSMUST00000036653	-171989	ENSMUSG00000034997	ENSMUSG00000034997
chr2	62334372	62335128	DiffBind	0	.	6.84	6.27	7.25	-0.98	0.00245	0.0381	Exon (ENSMUST00000047812/ENSMUSG00000035000, exon 3 of 26)	2	62334473	62345146	10674	2	ENSMUST00000156871	10018	ENSMUSG00000035000	ENSMUSG00000035000
chr14	63439109	63440108	DiffBind	0	.	7.05	7.62	6.09	1.53	5.87e-07	0.000134	Promoter (2-3kb)	14	63436409	63442056	5648	1	ENSMUST00000128313	2701	ENSMUSG00000035095	ENSMUSG00000035095
chr1	146546623	146547420	DiffBind	0	.	6.89	5.88	7.47	-1.59	0.000162	0.00675	Intron (ENSMUST00000074622/ENSMUSG00000035131, intron 2 of 7)	1	146497738	146517554	19817	1	ENSMUST00000125331	48886	ENSMUSG00000035131	ENSMUSG00000035131
chr10	89136865	89137276	DiffBind	0	.	4.68	3.12	5.41	-2.29	0.000636	0.0163	Intron (ENSMUST00000045601/ENSMUSG00000035189, intron 2 of 26)	10	88948995	89257790	308796	2	ENSMUST00000045601	120514	ENSMUSG00000035189	ENSMUSG00000035189
chr10	89216071	89216432	DiffBind	0	.	5.15	3.75	5.84	-2.09	0.000791	0.0187	Intron (ENSMUST00000045601/ENSMUSG00000035189, intron 1 of 26)	10	88948995	89257790	308796	2	ENSMUST00000045601	41358	ENSMUSG00000035189	ENSMUSG00000035189
chr7	99881303	99881934	DiffBind	0	.	4.84	3.58	5.5	-1.92	0.00227	0.0364	Intron (ENSMUST00000036155/ENSMUSG00000035211, intron 7 of 18)	7	99859218	99917824	58607	1	ENSMUST00000036155	22086	ENSMUSG00000035211	ENSMUSG00000035211
chr2	39096800	39097287	DiffBind	0	.	5.51	3.84	6.27	-2.43	1.74e-05	0.00142	Intron (ENSMUST00000038874/ENSMUSG00000035236, intron 13 of 17)	2	39106709	39108763	2055	2	ENSMUST00000131225	11476	ENSMUSG00000035236	ENSMUSG00000035236
chr5	100753147	100753761	DiffBind	0	.	4.98	3.34	5.72	-2.39	0.000667	0.0167	Distal Intergenic	5	100762151	100765438	3288	2	ENSMUST00000139203	11677	ENSMUSG00000035266	ENSMUSG00000035266
chr16	56229826	56230373	DiffBind	0	.	7.08	6.16	7.63	-1.48	0.000964	0.0212	Intron (ENSMUST00000160116/ENSMUSG00000035270, intron 7 of 18)	16	56204338	56273756	69419	1	ENSMUST00000069936	25489	ENSMUSG00000035270	ENSMUSG00000035270
chr5	100732210	100732808	DiffBind	0	.	5.27	3.47	6.05	-2.58	0.000596	0.0156	Distal Intergenic	5	100679484	100719716	40233	2	ENSMUST00000045617	-12495	ENSMUSG00000035273	ENSMUSG00000035273
chr7	99069803	99070377	DiffBind	0	.	6.1	5.23	6.63	-1.41	0.000215	0.00817	Intron (ENSMUST00000037968/ENSMUSG00000035354, intron 5 of 14)	7	98886743	99141144	254402	2	ENSMUST00000037968	70767	ENSMUSG00000035354	ENSMUSG00000035354
chr6	101472927	101473889	DiffBind	0	.	7.28	7.71	6.65	1.07	0.000418	0.0122	Distal Intergenic	6	101149609	101377897	228289	2	ENSMUST00000075994	-95031	ENSMUSG00000035357	ENSMUSG00000035357
chr6	101242349	101242903	DiffBind	0	.	5.19	5.94	3.53	2.41	5.79e-05	0.00332	Intron (ENSMUST00000075994/ENSMUSG00000035357, intron 3 of 9)	6	101169856	101199200	29345	2	ENSMUST00000144505	-43150	ENSMUSG00000035357	ENSMUSG00000035357
chr6	101355366	101355819	DiffBind	0	.	5.85	4.81	6.45	-1.65	0.000331	0.0108	Promoter (<=1kb)	6	101156973	101355010	198038	2	ENSMUST00000124884	-357	ENSMUSG00000035357	ENSMUSG00000035357
chr2	37814820	37815479	DiffBind	0	.	6.43	5.71	6.92	-1.21	0.00147	0.0275	Intron (ENSMUST00000102787/ENSMUSG00000035392, intron 20 of 21)	2	37795169	37796616	1448	1	ENSMUST00000137693	19652	ENSMUSG00000035403	ENSMUSG00000035403
chr12	57949901	57950301	DiffBind	0	.	5.14	3.54	5.88	-2.34	0.00195	0.0331	Distal Intergenic	12	58211772	58213887	2116	1	ENSMUST00000110671	-261471	ENSMUSG00000035431	ENSMUSG00000035431
