.	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	Chrom	Start	End	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	Shared
ENSMUSG00000024240	1807.723763	-0.320909271	0.072375494	5.23019E-06	6.91513E-05	Epc1	chr18	6406944	6407194	Distal Intergenic	18	6439592	6441894	2303	2	ENSMUST00000124926	34700	ENSMUSG00000024240	Shared
ENSMUSG00000024241	2813.419524	-0.569231221	0.118698489	3.9508E-07	7.09146E-06	Sos1	chr17	80504817	80505375	Distal Intergenic	17	80393752	80480453	86702	2	ENSMUST00000068714	-24365	ENSMUSG00000024241	Shared
ENSMUSG00000024242	3752.921889	-0.488960121	0.099784773	3.41075E-07	6.21587E-06	Map4k3	chr17	80660014	80660576	Intron (ENSMUST00000025089/ENSMUSG00000024242, intron 3 of 33)	17	80580512	80728093	147582	2	ENSMUST00000025089	67517	ENSMUSG00000024242	Shared
ENSMUSG00000024245	936.267228	0.071419406	0.161333139	0.61048346	0.754819558	Tmem178	chr17	80945626	80946451	Promoter (<=1kb)	17	80944632	81001816	57185	1	ENSMUST00000025092	995	ENSMUSG00000024245	Shared
ENSMUSG00000024246	245.4745111	0.197528257	0.137262688	0.113033135	0.246315554	Thumpd2	chr17	81011029	81011514	Distal Intergenic	17	81026327	81065085	38759	2	ENSMUST00000025093	53571	ENSMUSG00000024246	Shared
ENSMUSG00000024247	1064.02696	0.009782216	0.179916002	0.938568422	0.966371488	Pkdcc	chr17	82900934	82901567	Distal Intergenic	17	83215292	83225070	9779	1	ENSMUST00000170794	-313725	ENSMUSG00000024247	Shared
ENSMUSG00000024248	5920.38991	0.028783906	0.077160485	0.656791332	0.790470719	Cox7a2l	chr17	83542474	83542846	Distal Intergenic	17	83501919	83514333	12415	2	ENSMUST00000167741	-28142	ENSMUSG00000024248	Shared
ENSMUSG00000024251	679.7739545	-0.100991945	0.111541221	0.329940289	0.512781354	Thada	chr17	84478271	84478863	Distal Intergenic	17	84190056	84466196	276141	2	ENSMUST00000047524	-12076	ENSMUSG00000024251	Shared
ENSMUSG00000024253	1476.095126	0.045326293	0.188345934	0.770312812	0.868114644	Dync2li1	chr17	84626212	84626670	Promoter (<=1kb)	17	84626496	84655558	29063	1	ENSMUST00000025101	0	ENSMUSG00000024253	Shared
ENSMUSG00000024254	3.88583007	-0.01850985	0.318071259	0.814431516	.	Abcg8	chr17	84700037	84700369	3' UTR	17	84683131	84698963	15833	1	ENSMUST00000171915	16907	ENSMUSG00000024254	Shared
ENSMUSG00000024256	190.2085251	0.211564359	0.422732537	0.005194739	0.023398881	Adcyap1	chr17	92805469	92806220	Distal Intergenic	17	93199422	93205485	6064	1	ENSMUST00000064775	-393202	ENSMUSG00000024256	Shared
ENSMUSG00000024260	2586.732731	-0.252133373	0.084224965	0.001893644	0.010322427	Sap130	chr18	31662557	31663205	Intron (ENSMUST00000178164/ENSMUSG00000024260, intron 7 of 21)	18	31634383	31723061	88679	1	ENSMUST00000025109	28175	ENSMUSG00000024260	Shared
ENSMUSG00000024261	7166.067597	-1.792535523	0.205428086	1.49814E-19	3.03058E-17	Syt4	chr18	31446624	31447669	Promoter (<=1kb)	18	31437808	31447415	9608	2	ENSMUST00000025110	0	ENSMUSG00000024261	Shared
ENSMUSG00000024268	11477.907	-0.056162964	0.16554238	0.695442706	0.818470436	Celf4	chr18	25692192	25693037	Intron (ENSMUST00000025117/ENSMUSG00000024268, intron 1 of 12)	18	25477632	25753983	276352	2	ENSMUST00000025117	60946	ENSMUSG00000024268	Shared
ENSMUSG00000024269	2086.710479	-0.129139633	0.092309205	0.143372464	0.290696761	Tpgs2	chr18	25016421	25017092	Intron (ENSMUST00000037097/ENSMUSG00000034295, intron 10 of 26)	18	25127223	25168694	41472	2	ENSMUST00000148255	151602	ENSMUSG00000024269	Shared
ENSMUSG00000024270	5855.22753	-0.513101515	0.13251763	3.06512E-05	0.000320105	Slc39a6	chr18	24601380	24601685	Promoter (1-2kb)	18	24601485	24603293	1809	2	ENSMUST00000152504	1608	ENSMUSG00000024270	Shared
ENSMUSG00000024276	1614.943404	-0.059778676	0.145232935	0.639937407	0.777775403	Zfp397	chr18	23908915	23909171	Distal Intergenic	18	23954688	23964671	9984	1	ENSMUST00000060762	-45517	ENSMUSG00000024276	Shared
ENSMUSG00000024277	14925.1875	-0.473076663	0.122621882	3.63632E-05	0.000369925	Mapre2	chr18	23767091	23767398	Intron (ENSMUST00000132286/ENSMUSG00000024277, intron 1 of 1)	18	23753748	23797997	44250	1	ENSMUST00000149943	13344	ENSMUSG00000024277	Shared
ENSMUSG00000024286	4193.712298	0.201577525	0.121002517	0.071404557	0.177253992	Ccny	chr18	9434343	9435204	Intron (ENSMUST00000053917/ENSMUSG00000024286, intron 1 of 9)	18	9314044	9450150	136107	2	ENSMUST00000053917	14946	ENSMUSG00000024286	Shared
ENSMUSG00000024287	1236.252974	-0.195929318	0.103600502	0.042308923	0.120256737	Thoc1	chr18	9957675	9958371	Promoter (<=1kb)	18	9958180	9995484	37305	1	ENSMUST00000025137	0	ENSMUSG00000024287	Shared
ENSMUSG00000024290	1237.690562	-0.315421493	0.103983282	0.001149713	0.006816945	Rock1	chr18	10242426	10242921	Distal Intergenic	18	10064401	10181792	117392	2	ENSMUST00000067947	-60635	ENSMUSG00000024290	Shared
ENSMUSG00000024293	630.2141003	0.193651553	0.146084208	0.142477794	0.289433952	Esco1	chr18	10609995	10610676	Promoter (<=1kb)	18	10566619	10610109	43491	2	ENSMUST00000115864	0	ENSMUSG00000024293	Shared
ENSMUSG00000024294	4059.919871	-0.807775959	0.146426652	4.11731E-09	1.2036E-07	Mib1	chr18	10735930	10736158	Intron (ENSMUST00000052838/ENSMUSG00000024294, intron 1 of 20)	18	10725744	10755699	29956	1	ENSMUST00000131073	10187	ENSMUSG00000024294	Shared
ENSMUSG00000024298	1339.061671	-0.626687496	0.327546374	0.006393979	0.027702677	Zfp871	chr17	32777575	32777932	Intron (ENSMUST00000159086/ENSMUSG00000024298, intron 1 of 3)	17	32773252	32787547	14296	2	ENSMUST00000057501	9615	ENSMUSG00000024298	Shared
ENSMUSG00000024299	1640.498716	-0.111823276	0.08482736	0.174407152	0.334351997	Adamts10	chr17	33506550	33507167	Distal Intergenic	17	33524204	33553768	29565	1	ENSMUST00000087623	-17037	ENSMUSG00000024299	Shared
ENSMUSG00000024302	6019.668471	-0.245270109	0.12356096	0.030947209	0.09486757	Dtna	chr18	23347236	23347532	Distal Intergenic	18	23415415	23604230	188816	1	ENSMUST00000047954	-67883	ENSMUSG00000024302	Shared
ENSMUSG00000024304	14723.23532	-0.477013669	0.125283277	4.44596E-05	0.000438933	Cdh2	chr18	16475588	16476014	Distal Intergenic	18	16589023	16670069	81047	2	ENSMUST00000115850	194055	ENSMUSG00000024304	Shared
ENSMUSG00000024306	1.653786827	-0.029531285	0.327419564	0.476977619	.	Ccdc178	chr18	21962431	21963085	Intron (ENSMUST00000025160/ENSMUSG00000024306, intron 20 of 22)	18	21811298	22166476	355179	2	ENSMUST00000115837	203391	ENSMUSG00000024306	Shared
ENSMUSG00000024313	1.338067819	-0.037757485	0.329972007	0.409159142	.	Mep1b	chr18	21062152	21062460	Distal Intergenic	18	21072344	21100199	27856	1	ENSMUST00000082235	-9884	ENSMUSG00000024313	Shared
ENSMUSG00000024331	131.7093537	-0.230755356	0.327501677	0.167734657	0.325415207	Dsc2	chr18	20046034	20046798	5' UTR	18	20031343	20038139	6797	2	ENSMUST00000155407	-7896	ENSMUSG00000024331	Shared
ENSMUSG00000024335	8926.747906	0.208330709	0.117689845	0.060919809	0.158094525	Brd2	chr17	34110264	34110626	Downstream (1-2kb)	17	34112684	34113732	1049	2	ENSMUST00000142570	3106	ENSMUSG00000024335	Shared
ENSMUSG00000024347	3371.938006	0.810693121	0.240038701	6.74805E-05	0.000626176	Psd2	chr18	35967072	35967883	Promoter (1-2kb)	18	35965105	36014674	49570	1	ENSMUST00000175734	1968	ENSMUSG00000024347	Shared
ENSMUSG00000024349	99.27543158	-0.042060403	0.196666532	0.788007284	0.879325641	Tmem173	chr18	35752188	35752598	Distal Intergenic	18	35733678	35740554	6877	2	ENSMUST00000115728	-11635	ENSMUSG00000024349	Shared
ENSMUSG00000024352	312.8306659	0.817763863	0.257181916	0.000161251	0.001308446	Spata24	chr18	35675376	35676456	Intron (ENSMUST00000025208/ENSMUSG00000024350, intron 7 of 7)	18	35660017	35662186	2170	2	ENSMUST00000096573	-13191	ENSMUSG00000024352	Shared
ENSMUSG00000024357	1996.072806	0.25496785	0.13788547	0.041216001	0.117893308	Sil1	chr18	35414261	35414907	Intron (ENSMUST00000025215/ENSMUSG00000024357, intron 3 of 9)	18	35266400	35498925	232526	2	ENSMUST00000025215	84018	ENSMUSG00000024357	Shared
ENSMUSG00000024359	11473.41357	0.154043038	0.082040365	0.051686694	0.13972219	Hspa9	chr18	34982762	34983333	Distal Intergenic	18	34937414	34954357	16944	2	ENSMUST00000025217	-28406	ENSMUSG00000024359	Shared
ENSMUSG00000024376	1698.150842	-0.039517065	0.156085685	0.770799366	0.868421073	Epb41l4a	chr18	33907574	33907865	Intron (ENSMUST00000025234/ENSMUSG00000024376, intron 3 of 23)	18	33796327	34007206	210880	2	ENSMUST00000025234	99341	ENSMUSG00000024376	Shared
ENSMUSG00000024378	2642.792841	-1.387198857	0.206000752	7.9691E-13	4.91485E-11	Stard4	chr18	33162001	33162763	Intron (ENSMUST00000042868/ENSMUSG00000038128, intron 7 of 10)	18	33203405	33213766	10362	2	ENSMUST00000119991	51003	ENSMUSG00000024378	Shared
ENSMUSG00000024379	13.4791435	0.07446155	0.292204321	0.608352665	0.753374108	Tslp	chr18	32754345	32754731	Distal Intergenic	18	32815383	32819799	4417	1	ENSMUST00000025237	-60652	ENSMUSG00000024379	Shared
ENSMUSG00000024381	8463.11222	0.117262419	0.120333571	0.277376726	0.457522324	Bin1	chr18	32348204	32348614	Distal Intergenic	18	32377217	32435736	58520	1	ENSMUST00000025239	-28603	ENSMUSG00000024381	Shared
ENSMUSG00000024383	1560.435789	0.042906846	0.1349978	0.722719363	0.837288242	Map3k2	chr18	32173157	32173558	Intron (ENSMUST00000096575/ENSMUSG00000024383, intron 1 of 16)	18	32163089	32236751	73663	1	ENSMUST00000096575	10069	ENSMUSG00000024383	Shared
ENSMUSG00000024403	6396.071104	0.349931931	0.192293385	0.029140929	0.090564946	Atp6v1g2	chr17	35236350	35237168	Promoter (<=1kb)	17	35236562	35238767	2206	1	ENSMUST00000068261	0	ENSMUSG00000024403	Shared
ENSMUSG00000024404	3686.952369	-0.135378179	0.073435549	0.054633322	0.145898017	Riok3	chr18	12127719	12128035	Promoter (<=1kb)	18	12128850	12157367	28518	1	ENSMUST00000025270	-815	ENSMUSG00000024404	Shared
ENSMUSG00000024410	1584.597505	-0.772548327	0.152372016	4.83171E-08	1.09085E-06	AC102096.1	chr18	12167950	12168718	Promoter (<=1kb)	18	12168717	12181116	12400	1	ENSMUST00000126523	0	ENSMUSG00000024410	Shared
ENSMUSG00000024411	5194.961137	-0.64356445	0.376416323	0.00886941	0.035891038	Aqp4	chr18	15284570	15284951	Distal Intergenic	18	15389394	15403684	14291	2	ENSMUST00000079081	118733	ENSMUSG00000024411	Shared
ENSMUSG00000024413	1813.359553	-0.824849568	0.166566432	7.87516E-08	1.70381E-06	Npc1	chr18	12236267	12237454	Promoter (<=1kb)	18	12217994	12236326	18333	2	ENSMUST00000149211	0	ENSMUSG00000024413	Shared
ENSMUSG00000024420	1557.75088	0.646122994	0.255655603	0.001512966	0.008570652	Zfp521	chr18	13669370	13670021	Distal Intergenic	18	13687013	13972733	285721	2	ENSMUST00000025288	302712	ENSMUSG00000024420	Shared
ENSMUSG00000024421	144.4182845	-0.207141208	0.21059964	0.207441105	0.376338581	Lama3	chr18	12411987	12412841	Intron (ENSMUST00000092070/ENSMUSG00000024421, intron 7 of 74)	18	12334024	12583013	248990	1	ENSMUST00000092070	77964	ENSMUSG00000024421	Shared
ENSMUSG00000024422	1592.80851	0.062439278	0.096444541	0.494053872	0.661036826	Dhx16	chr17	35879347	35879868	Promoter (<=1kb)	17	35879819	35892670	12852	1	ENSMUST00000025292	0	ENSMUSG00000024422	Shared
ENSMUSG00000024424	911.0845105	-0.204484664	0.114148436	0.054851049	0.146305628	Ttc39c	chr18	12644258	12644703	Promoter (<=1kb)	18	12643344	12737049	93706	1	ENSMUST00000025294	915	ENSMUSG00000024424	Shared
ENSMUSG00000024425	13726.19593	-0.02230173	0.11546061	0.810969748	0.893818374	Ndfip1	chr18	38393427	38393891	Distal Intergenic	18	38418975	38464399	45425	1	ENSMUST00000025293	-25084	ENSMUSG00000024425	Shared
ENSMUSG00000024427	1317.297527	-0.964385563	0.098464566	1.31747E-23	4.67563E-21	Spry4	chr18	38601163	38602353	Promoter (<=1kb)	18	38586268	38601268	15001	2	ENSMUST00000025295	0	ENSMUSG00000024427	Shared
ENSMUSG00000024431	1952.108839	-0.048921646	0.137365903	0.692450403	0.816387645	Nr3c1	chr18	39442207	39442571	Intron (ENSMUST00000115567/ENSMUSG00000024431, intron 2 of 8)	18	39414482	39487232	72751	2	ENSMUST00000097592	44661	ENSMUSG00000024431	Shared
ENSMUSG00000024437	8.179364281	0.039825303	0.300104198	0.75366073	0.857941472	RP23-408A1.5	chr5	149152117	149152817	Downstream (2-3kb)	5	149155446	149156081	636	2	ENSMUST00000025307	3264	ENSMUSG00000024437	Shared
ENSMUSG00000024442	2095.722326	0.26910214	0.080391038	0.000545299	0.003665953	0610009O20Rik	chr18	38264542	38265366	Downstream (1-2kb)	18	38250249	38262629	12381	1	ENSMUST00000025314	14294	ENSMUSG00000024442	Shared
ENSMUSG00000024451	23.18220804	0.077307265	0.300109545	0.55041373	0.708740887	Arap3	chr18	38004579	38004834	Distal Intergenic	18	37972624	37997574	24951	2	ENSMUST00000042944	-7006	ENSMUSG00000024451	Shared
ENSMUSG00000024456	2464.940297	-0.646158998	0.156544677	6.01396E-06	7.73976E-05	Diaph1	chr18	37841510	37843054	3' UTR	18	37845100	37853407	8308	2	ENSMUST00000127346	10353	ENSMUSG00000024456	Shared
ENSMUSG00000024457	1425.626744	-0.107772132	0.080841012	0.168040111	0.325820321	Trim26	chr17	36825851	36826338	Distal Intergenic	17	36837134	36837855	722	1	ENSMUST00000124307	-10796	ENSMUSG00000024457	Shared
ENSMUSG00000024462	17937.58349	-0.033165528	0.157938409	0.821122195	0.899565713	Gabbr1	chr17	37062139	37062560	Promoter (<=1kb)	17	37062984	37064857	1874	1	ENSMUST00000174181	-424	ENSMUSG00000024462	Shared
ENSMUSG00000024472	2525.095051	0.954897513	0.206971085	2.80157E-07	5.2137E-06	Dcp2	chr18	44448184	44448487	Intron (ENSMUST00000164666/ENSMUSG00000071856, intron 13 of 16)	18	44380500	44424969	44470	1	ENSMUST00000025350	67685	ENSMUSG00000024472	Shared
ENSMUSG00000024479	2078.994384	-0.026305938	0.123604378	0.864352232	0.926636046	Mal2	chr15	54512847	54513433	Distal Intergenic	15	54571366	54602846	31481	1	ENSMUST00000025356	-57933	ENSMUSG00000024479	Shared
ENSMUSG00000024480	2933.694284	-0.190592564	0.113376029	0.071946825	0.178312228	Ap3s1	chr18	46747951	46748459	Intron (ENSMUST00000025357/ENSMUSG00000024480, intron 1 of 5)	18	46741917	46790826	48910	1	ENSMUST00000025357	6035	ENSMUSG00000024480	Shared
ENSMUSG00000024481	9.076007637	-0.096459752	0.311594683	0.461265922	0.634068247	Lvrn	chr18	46825787	46826316	Distal Intergenic	18	46850039	46905446	55408	1	ENSMUST00000025358	-23723	ENSMUSG00000024481	Shared
ENSMUSG00000024483	2152.444449	-0.19631501	0.139263565	0.117462339	0.252915983	Ankhd1	chr18	36656405	36657095	Promoter (<=1kb)	18	36655510	36658810	3301	1	ENSMUST00000116653	896	ENSMUSG00000024483	Shared
ENSMUSG00000024487	2815.719401	-0.194922714	0.102017845	0.04948609	0.135204499	Yipf5	chr18	40083042	40083991	Distal Intergenic	18	40204865	40219399	14535	2	ENSMUST00000025364	135408	ENSMUSG00000024487	Shared
ENSMUSG00000024493	3782.368921	0.282262377	0.10281292	0.003767922	0.018079054	Lars	chr18	42261835	42262823	Promoter (<=1kb)	18	42202350	42262122	59773	2	ENSMUST00000097590	0	ENSMUSG00000024493	Shared
ENSMUSG00000024500	6030.80446	-0.02213098	0.188865601	0.882780053	0.935683425	Ppp2r2b	chr18	42739784	42740796	Intron (ENSMUST00000136118/ENSMUSG00000024500, intron 2 of 8)	18	42758468	42898815	140348	2	ENSMUST00000155262	158019	ENSMUSG00000024500	Shared
ENSMUSG00000024501	76036.34057	-0.976212	0.157063519	5.28062E-11	2.32221E-09	Dpysl3	chr18	43375551	43375993	Promoter (2-3kb)	18	43324227	43373272	49046	2	ENSMUST00000118043	-2280	ENSMUSG00000024501	Shared
ENSMUSG00000024502	2456.99762	-0.580337525	0.131074702	2.19062E-06	3.24824E-05	Jakmip2	chr18	43619508	43620166	Intron (ENSMUST00000082254/ENSMUSG00000024502, intron 1 of 21)	18	43531408	43687773	156366	2	ENSMUST00000082254	67607	ENSMUSG00000024502	Shared
ENSMUSG00000024505	135.1482743	0.029365247	0.175774447	0.849734586	0.917503728	Dtwd2	chr18	49706944	49707338	Intron (ENSMUST00000163590/ENSMUSG00000024505, intron 2 of 3)	18	49697473	49734106	36634	2	ENSMUST00000139852	26768	ENSMUSG00000024505	Shared
ENSMUSG00000024507	3778.918258	-0.062052966	0.120037955	0.581098239	0.731806221	Hsd17b4	chr18	50115580	50115848	Distal Intergenic	18	50128201	50196269	68069	1	ENSMUST00000025385	-12353	ENSMUSG00000024507	Shared
ENSMUSG00000024511	481.7546254	-1.496738671	0.175364118	8.22301E-19	1.49859E-16	Rab27b	chr18	70040764	70041200	Intron (ENSMUST00000121693/ENSMUSG00000024511, intron 2 of 6)	18	69983656	70053588	69933	2	ENSMUST00000069749	12388	ENSMUSG00000024511	Shared
ENSMUSG00000024513	1406.518269	-0.118321735	0.140380639	0.350004524	0.53221369	Mbd2	chr18	70564354	70565621	Promoter (2-3kb)	18	70568189	70626131	57943	1	ENSMUST00000074058	-2568	ENSMUSG00000024513	Shared
ENSMUSG00000024516	1614.47007	-0.443404847	0.164387108	0.002499525	0.012921773	Sec11c	chr18	65784445	65784908	Distal Intergenic	18	65800549	65817665	17117	1	ENSMUST00000025394	-15641	ENSMUSG00000024516	Shared
ENSMUSG00000024517	337.6382129	-4.753996543	0.239819272	3.61815E-89	7.31915E-85	Rax	chr18	65848915	65849268	Distal Intergenic	18	65872820	65886577	13758	1	ENSMUST00000173985	-23552	ENSMUSG00000024517	Shared
ENSMUSG00000024519	2.73957928	-0.008772123	0.32444746	0.844224138	.	Cplx4	chr18	65957234	65957566	Intron (ENSMUST00000025397/ENSMUSG00000024519, intron 2 of 2)	18	65955727	65970178	14452	2	ENSMUST00000025397	12612	ENSMUSG00000024519	Shared
ENSMUSG00000024521	3721.731064	-0.134611439	0.118356728	0.222095223	0.393743502	Pmaip1	chr18	66381467	66382273	Distal Intergenic	18	66458604	66465550	6947	1	ENSMUST00000025399	-76331	ENSMUSG00000024521	Shared
ENSMUSG00000024524	6121.567776	-0.377455465	0.176577311	0.01318309	0.049058263	Gnal	chr18	67033268	67033577	Distal Intergenic	18	67088336	67226792	138457	1	ENSMUST00000025402	-54759	ENSMUSG00000024524	Shared
ENSMUSG00000024526	114.7971852	-0.242427065	0.276369954	0.18270849	0.345776972	Cidea	chr18	67336239	67336738	Intron (ENSMUST00000145081/ENSMUSG00000046415, intron 1 of 3)	18	67343564	67367794	24231	1	ENSMUST00000025404	-6826	ENSMUSG00000024526	Shared
ENSMUSG00000024528	417.0599311	0.186047322	0.128593041	0.11522724	0.24916428	Srfbp1	chr18	52403087	52403952	Distal Intergenic	18	52465693	52490738	25046	1	ENSMUST00000025406	-61741	ENSMUSG00000024528	Shared
ENSMUSG00000024533	4782.095808	0.250476742	0.183147091	0.099375662	0.225038652	Spire1	chr18	67521042	67521606	Intron (ENSMUST00000115050/ENSMUSG00000024533, intron 4 of 13)	18	67488209	67549173	60965	2	ENSMUST00000115050	27567	ENSMUSG00000024533	Shared
ENSMUSG00000024534	783.631769	0.137589293	0.121438619	0.226587258	0.398716854	Sncaip	chr18	52746529	52746899	Distal Intergenic	18	52767709	52915864	148156	1	ENSMUST00000115410	-20810	ENSMUSG00000024534	Shared
ENSMUSG00000024535	736.1244363	0.268112597	0.11930818	0.015513466	0.055504406	Snx24	chr18	53268512	53268911	Intron (ENSMUST00000165032/ENSMUSG00000024535, intron 1 of 6)	18	53245769	53390823	145055	1	ENSMUST00000025417	22744	ENSMUSG00000024535	Shared
ENSMUSG00000024538	1973.964073	-0.209415781	0.148622732	0.111450917	0.243918706	Ppic	chr18	53400763	53401083	Distal Intergenic	18	53406341	53418007	11667	2	ENSMUST00000025419	16924	ENSMUSG00000024538	Shared
ENSMUSG00000024539	817.9805917	-0.128072277	0.138824993	0.30527181	0.486976063	Ptpn2	chr18	67703478	67703756	Intron (ENSMUST00000120934/ENSMUSG00000024539, intron 2 of 9)	18	67675818	67690224	14407	2	ENSMUST00000128169	-13255	ENSMUSG00000024539	Shared
ENSMUSG00000024542	618.4792195	-0.478234984	0.153034481	0.000553198	0.003712888	Cep192	chr18	67800389	67800801	Promoter (<=1kb)	18	67800107	67885168	85062	1	ENSMUST00000025425	283	ENSMUSG00000024542	Shared
ENSMUSG00000024544	595.4658706	0.122478231	0.208099911	0.426036629	0.604071982	Ldlrad4	chr18	67890646	67890979	Distal Intergenic	18	67933257	68255549	322293	1	ENSMUST00000063775	-42278	ENSMUSG00000024544	Shared
ENSMUSG00000024548	2620.917712	0.102007609	0.16673785	0.477288643	0.646846971	Setbp1	chr18	78895354	78895643	Intron (ENSMUST00000025430/ENSMUSG00000024548, intron 3 of 5)	18	78750380	79109391	359012	2	ENSMUST00000025430	213748	ENSMUSG00000024548	Shared
ENSMUSG00000024552	64.48923401	0.040054561	0.245939549	0.808951655	0.892808283	Slc14a2	chr18	78239640	78240046	Distal Intergenic	18	78146940	78209094	62155	2	ENSMUST00000025434	-30547	ENSMUSG00000024552	Shared
ENSMUSG00000024560	1929.924239	0.091652567	0.10391315	0.352298525	0.534271449	Cxxc1	chr18	74215838	74216393	Promoter (<=1kb)	18	74216131	74221491	5361	1	ENSMUST00000025444	0	ENSMUSG00000024560	Shared
ENSMUSG00000024563	1957.358126	0.056293619	0.124309349	0.622215397	0.764372381	Smad2	chr18	76172051	76172733	Distal Intergenic	18	76241580	76305731	64152	1	ENSMUST00000168423	-68847	ENSMUSG00000024563	Shared
ENSMUSG00000024566	3385.984315	-0.271902059	0.081759536	0.000569631	0.003808016	Atp9b	chr18	80938171	80938552	Distal Intergenic	18	80734143	80934058	199916	2	ENSMUST00000091790	-4114	ENSMUSG00000024566	Shared
ENSMUSG00000024570	1458.3783	0.240049338	0.095886747	0.00869287	0.035310857	Rbfa	chr18	80189898	80190394	Downstream (1-2kb)	18	80192265	80200658	8394	2	ENSMUST00000025462	10264	ENSMUSG00000024570	Shared
ENSMUSG00000024575	6.719965116	-0.015786218	0.307866259	0.880652844	0.934665603	Pde6a	chr18	61216012	61216292	Distal Intergenic	18	61220482	61289924	69443	1	ENSMUST00000025468	-4190	ENSMUSG00000024575	Shared
ENSMUSG00000024576	15631.32912	-0.06365286	0.094183958	0.477613905	0.64708671	Csnk1a1	chr18	61565756	61566007	Intron (ENSMUST00000165123/ENSMUSG00000024576, intron 2 of 9)	18	61575517	61582118	6602	1	ENSMUST00000164253	-9510	ENSMUSG00000024576	Shared
