.	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	Chrom	Start	End	NeuroD1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	NEUROD1_unique
ENSMUSG00000042787	1144.114074	0.201539515	0.109887805	0.052171959	0.140691803	Exog	chr9	119425924	119426176	NeuroD1	Intron (ENSMUST00000035093/ENSMUSG00000061393, intron 1 of 9)	9	119444923	119465517	20595	1	ENSMUST00000035094	-18747	ENSMUSG00000042787	NEUROD1_unique
ENSMUSG00000042793	139.8520752	-1.016956262	0.267617337	1.25607E-05	0.000147837	Lgr6	chr1	135005683	135006017	NeuroD1	3' UTR	1	134986355	135017779	31425	2	ENSMUST00000137968	11762	ENSMUSG00000042793	NEUROD1_unique
ENSMUSG00000042797	1130.278391	0.171090355	0.131683847	0.156613125	0.309659555	Aqp11	chr7	97782424	97782654	NeuroD1	Distal Intergenic	7	97726379	97738247	11869	2	ENSMUST00000084986	-44178	ENSMUSG00000042797	NEUROD1_unique
ENSMUSG00000042804	397.6037373	0.012159169	0.160039286	0.931942938	0.96293154	Gpr153	chr4	152266325	152266505	NeuroD1	Intron (ENSMUST00000075363/ENSMUSG00000028937, intron 8 of 8)	4	152274232	152285337	11106	1	ENSMUST00000105650	-7727	ENSMUSG00000042804	NEUROD1_unique
ENSMUSG00000042807	1499.995294	-0.187541599	0.188502953	0.222007924	0.393743502	Hecw2	chr1	53829157	53829436	NeuroD1	Intron (ENSMUST00000087659/ENSMUSG00000042807, intron 26 of 28)	1	53832692	53841171	8480	2	ENSMUST00000150677	11735	ENSMUSG00000042807	NEUROD1_unique
ENSMUSG00000042810	1946.742284	0.100357258	0.102044691	0.297710177	0.478802605	Krba1	chr6	48367765	48367977	NeuroD1	Distal Intergenic	6	48395586	48419545	23960	1	ENSMUST00000114571	-27609	ENSMUSG00000042810	NEUROD1_unique
ENSMUSG00000042812	43.6824835	-0.030627825	0.262391107	0.844799173	0.914656523	Foxf1	chr8	121002903	121003230	NeuroD1	Intron (ENSMUST00000127664/ENSMUSG00000092329, intron 1 of 15)	8	121084474	121086879	2406	1	ENSMUST00000050684	-81244	ENSMUSG00000042812	NEUROD1_unique
ENSMUSG00000042816	17.20371192	0.223282659	0.411346759	0.048498449	0.133299948	Gpr151	chr18	42601613	42601808	NeuroD1	Distal Intergenic	18	42578020	42579652	1633	2	ENSMUST00000054738	-21962	ENSMUSG00000042816	NEUROD1_unique
ENSMUSG00000042817	38.92743028	-1.38733207	0.563018832	0.000556711	0.003733986	Flt3	chr5	147370423	147370618	NeuroD1	Exon (ENSMUST00000049324/ENSMUSG00000042817, exon 19 of 24)	5	147330741	147400489	69749	2	ENSMUST00000049324	29871	ENSMUSG00000042817	NEUROD1_unique
ENSMUSG00000042828	16.28809759	0.209474069	0.385235528	0.129208267	0.270687038	Trim72	chr7	128003805	128003990	NeuroD1	Promoter (<=1kb)	7	128003989	128011387	7399	1	ENSMUST00000106248	0	ENSMUSG00000042828	NEUROD1_unique
ENSMUSG00000042834	26730.27799	-0.017016918	0.127800376	0.888069518	0.938941006	Nrep	chr18	33361144	33361363	NeuroD1	Distal Intergenic	18	33437019	33463634	26616	2	ENSMUST00000051087	102271	ENSMUSG00000042834	NEUROD1_unique
ENSMUSG00000042842	214.7553354	-0.206405541	0.18231086	0.176630598	0.337272076	Serpinb6b	chr13	32982129	32982493	NeuroD1	Distal Intergenic	13	32965503	32979062	13560	1	ENSMUST00000164541	16627	ENSMUSG00000042842	NEUROD1_unique
ENSMUSG00000042846	450.3402682	0.887741744	0.238860538	1.71206E-05	0.000193915	Lrrtm3	chr10	64082407	64082630	NeuroD1	Intron (ENSMUST00000105441/ENSMUSG00000060843, intron 7 of 17)	10	64087496	64090247	2752	2	ENSMUST00000148712	7617	ENSMUSG00000042846	NEUROD1_unique
ENSMUSG00000042861	1.759708317	0.028655811	0.328235709	0.442573749	.	Kcna10	chr3	107169646	107169947	NeuroD1	Distal Intergenic	3	107183056	107195721	12666	1	ENSMUST00000055064	-13109	ENSMUSG00000042861	NEUROD1_unique
ENSMUSG00000042870	903.4829468	-0.0003265	0.092515836	0.99289059	0.995745562	Tom1	chr8	75060266	75060562	NeuroD1	Exon (ENSMUST00000078847/ENSMUSG00000042870, exon 12 of 16)	8	75033686	75070121	36436	1	ENSMUST00000165630	26581	ENSMUSG00000042870	NEUROD1_unique
ENSMUSG00000042918	36.56690067	0.051462561	0.234722457	0.756943329	0.860161692	Mamstr	chr7	45644446	45644654	NeuroD1	Promoter (<=1kb)	7	45644384	45645009	626	1	ENSMUST00000151039	63	ENSMUSG00000042918	NEUROD1_unique
ENSMUSG00000042938	5.684420258	-0.001360412	0.296989345	0.990024036	0.994337795	RP23-185F7.4	chr2	146287615	146287856	NeuroD1	Intron (ENSMUST00000109986/ENSMUSG00000037110, intron 38 of 40)	2	146305547	146306389	843	1	ENSMUST00000122417	-17691	ENSMUSG00000042938	NEUROD1_unique
ENSMUSG00000042942	381.0080047	-0.685464084	0.221969078	0.000291049	0.0021394	Greb1l	chr18	10254001	10254194	NeuroD1	Distal Intergenic	18	10325177	10502412	177236	1	ENSMUST00000173356	-70983	ENSMUSG00000042942	NEUROD1_unique
ENSMUSG00000042961	149.8818128	0.733091769	0.280292924	0.001196991	0.007034844	Egflam	chr15	7198770	7199064	NeuroD1	Distal Intergenic	15	7212191	7223069	10879	2	ENSMUST00000160314	24005	ENSMUSG00000042961	NEUROD1_unique
ENSMUSG00000042978	12181.4955	-0.191464241	0.114043038	0.081660468	0.195770279	Sbk1	chr7	126236731	126236999	NeuroD1	Distal Intergenic	7	126272619	126294999	22381	1	ENSMUST00000056028	-35620	ENSMUSG00000042978	NEUROD1_unique
ENSMUSG00000042985	9.023544176	-0.043183572	0.314704737	0.669480169	0.800193757	Upk3b	chr5	136045168	136045644	NeuroD1	3' UTR	5	136038496	136045303	6808	1	ENSMUST00000062606	6673	ENSMUSG00000042985	NEUROD1_unique
ENSMUSG00000042992	928.7347776	0.410535643	0.109908907	7.56525E-05	0.000688118	Borcs5	chr6	134696126	134696368	NeuroD1	Intron (ENSMUST00000166591/ENSMUSG00000042992, intron 3 of 3)	6	134640940	134711184	70245	1	ENSMUST00000062755	55187	ENSMUSG00000042992	NEUROD1_unique
ENSMUSG00000043004	21386.58531	-0.393591932	0.135923954	0.001522295	0.008611442	Gng2	chr14	19961766	19961978	NeuroD1	Intron (ENSMUST00000160013/ENSMUSG00000043004, intron 1 of 3)	14	19875793	19976693	100901	2	ENSMUST00000161247	14715	ENSMUSG00000043004	NEUROD1_unique
ENSMUSG00000043008	11.42917906	0.129941471	0.345187399	0.187836918	0.351861563	Klhl6	chr16	19938169	19938490	NeuroD1	Distal Intergenic	16	19956950	19966319	9370	2	ENSMUST00000171910	27829	ENSMUSG00000043008	NEUROD1_unique
ENSMUSG00000043015	220.5172815	-0.58321028	0.233909887	0.002262552	0.011897364	Tmem194b	chr1	52577085	52577395	NeuroD1	Distal Intergenic	1	52630705	52651919	21215	1	ENSMUST00000165859	-53310	ENSMUSG00000043015	NEUROD1_unique
ENSMUSG00000043019	2821.938736	-0.086489276	0.136457981	0.485393349	0.65416536	Edem3	chr1	151790192	151790389	NeuroD1	Intron (ENSMUST00000059498/ENSMUSG00000043019, intron 8 of 19)	1	151755374	151822328	66955	1	ENSMUST00000059498	34819	ENSMUSG00000043019	NEUROD1_unique
ENSMUSG00000043024	9.831550801	0.2262437	0.352708098	0.183748936	0.346999367	RP24-266P6.9	chr6	108390748	108391255	NeuroD1	Intron (ENSMUST00000032192/ENSMUSG00000030102, intron 24 of 61)	6	108563445	108565693	2249	2	ENSMUST00000062429	174438	ENSMUSG00000043024	NEUROD1_unique
ENSMUSG00000043051	61.88595992	-0.422095125	0.246380607	0.026046015	0.083131089	Disc1	chr8	125034660	125034913	NeuroD1	Distal Intergenic	8	125054195	125261151	206957	1	ENSMUST00000074562	-19282	ENSMUSG00000043051	NEUROD1_unique
ENSMUSG00000043059	913.1637583	-0.073457252	0.102431328	0.447084438	0.622013143	Zfp513	chr5	31199993	31200189	NeuroD1	Promoter (<=1kb)	5	31199781	31200286	506	2	ENSMUST00000176542	97	ENSMUSG00000043059	NEUROD1_unique
ENSMUSG00000043061	2868.218827	-0.110675758	0.070650078	0.103142676	0.23097543	Tmem18	chr12	30611898	30612133	NeuroD1	Distal Intergenic	12	30584443	30591213	6771	1	ENSMUST00000057151	27456	ENSMUSG00000043061	NEUROD1_unique
ENSMUSG00000043065	585.3786057	0.098741101	0.113465863	0.353712801	0.535693362	Spice1	chr16	44357964	44358212	NeuroD1	Intron (ENSMUST00000050897/ENSMUSG00000043065, intron 4 of 17)	16	44367651	44370406	2756	1	ENSMUST00000152425	-9439	ENSMUSG00000043065	NEUROD1_unique
ENSMUSG00000043067	1614.430346	-0.758696269	0.112771397	2.42898E-12	1.38411E-10	Dpy19l1	chr9	24391021	24391277	NeuroD1	Intron (ENSMUST00000098926/ENSMUSG00000074465, intron 2 of 3)	9	24412051	24423959	11909	2	ENSMUST00000152480	32682	ENSMUSG00000043067	NEUROD1_unique
ENSMUSG00000043079	4057.96826	-0.288664433	0.130443381	0.015589969	0.055682268	Synpo	chr18	60599714	60600038	NeuroD1	Promoter (<=1kb)	18	60593991	60600497	6507	2	ENSMUST00000128528	459	ENSMUSG00000043079	NEUROD1_unique
ENSMUSG00000043102	1.539839657	-0.019027663	0.327402054	0.698859797	.	Qrfp	chr2	31814841	31815021	NeuroD1	Exon (ENSMUST00000028188/ENSMUSG00000026841, exon 1 of 7)	2	31806166	31810580	4415	2	ENSMUST00000057407	-4262	ENSMUSG00000043102	NEUROD1_unique
ENSMUSG00000043110	28.71344312	-0.057505038	0.253021399	0.723243552	0.837663553	Lrrn4	chr2	132904651	132904831	NeuroD1	Exon (ENSMUST00000134937/ENSMUSG00000027356, exon 1 of 14)	2	132868305	132880891	12587	2	ENSMUST00000049787	-23761	ENSMUSG00000043110	NEUROD1_unique
ENSMUSG00000043126	7.77336742	0.045286148	0.304675229	0.708499148	0.82789853	RP23-55A6.5	chr10	61492139	61492346	NeuroD1	Intron (ENSMUST00000049242/ENSMUSG00000037151, intron 2 of 4)	10	61475245	61476937	1693	2	ENSMUST00000051330	-15203	ENSMUSG00000043126	NEUROD1_unique
ENSMUSG00000043144	2.975549554	0.073383957	0.332921229	0.288334326	.	Aqp6	chr15	99601686	99602077	NeuroD1	Promoter (<=1kb)	15	99601400	99605477	4078	1	ENSMUST00000023754	287	ENSMUSG00000043144	NEUROD1_unique
ENSMUSG00000043154	2481.073557	0.272521328	0.145452828	0.039790947	0.114686442	Ppp2r3a	chr9	101180240	101180580	NeuroD1	Exon (ENSMUST00000066773/ENSMUSG00000043154, exon 10 of 13)	9	101104992	101199073	94082	2	ENSMUST00000066773	18493	ENSMUSG00000043154	NEUROD1_unique
ENSMUSG00000043165	246.0104681	0.266041001	0.161981803	0.062708767	0.16163808	Lor	chr3	92080813	92081229	NeuroD1	Promoter (1-2kb)	3	92080275	92083142	2868	2	ENSMUST00000058150	1913	ENSMUSG00000043165	NEUROD1_unique
ENSMUSG00000043168	4.431180008	3.355355996	1.282573828	0.000595586	.	AC140283.1	chr18	21521665	21521926	NeuroD1	Distal Intergenic	18	21651448	21655148	3701	1	ENSMUST00000144487	-129522	ENSMUSG00000043168	NEUROD1_unique
ENSMUSG00000043192	89.39609572	-0.017572082	0.210989673	0.91110742	0.950842188	RP23-194C20.2	chr8	5490508	5490840	NeuroD1	Distal Intergenic	8	5639584	5640996	1413	1	ENSMUST00000051687	-148744	ENSMUSG00000043192	NEUROD1_unique
ENSMUSG00000043241	1154.313647	0.322140356	0.082120108	4.96302E-05	0.000481059	Upf2	chr2	6043265	6043453	NeuroD1	Intron (ENSMUST00000060092/ENSMUSG00000043241, intron 18 of 21)	2	6050427	6055502	5076	1	ENSMUST00000144901	-6974	ENSMUSG00000043241	NEUROD1_unique
ENSMUSG00000043243	87.28676364	0.056656165	0.239963757	0.730626668	0.842492554	Fam129c	chr8	71596016	71596214	NeuroD1	Promoter (1-2kb)	8	71597648	71607936	10289	1	ENSMUST00000143662	-1434	ENSMUSG00000043243	NEUROD1_unique
ENSMUSG00000043252	1305.119812	-0.088590737	0.142073274	0.491872707	0.659121158	Tmem64	chr4	15235221	15235401	NeuroD1	Distal Intergenic	4	15265831	15286753	20923	1	ENSMUST00000062684	-30430	ENSMUSG00000043252	NEUROD1_unique
ENSMUSG00000043257	666.5299504	0.148430031	0.099319583	0.116040267	0.250467197	Pigv	chr4	133674583	133674777	NeuroD1	Promoter (1-2kb)	4	133668757	133672647	3891	2	ENSMUST00000151837	-1937	ENSMUSG00000043257	NEUROD1_unique
ENSMUSG00000043259	1734.315915	-1.119873601	0.157739598	1.18266E-13	8.39994E-12	Fam13c	chr10	70431471	70431667	NeuroD1	Distal Intergenic	10	70440668	70558729	118062	1	ENSMUST00000105436	-9001	ENSMUSG00000043259	NEUROD1_unique
ENSMUSG00000043262	750.286627	-0.051816244	0.115582643	0.631540255	0.771722542	Uevld	chr7	46963347	46963644	NeuroD1	Distal Intergenic	7	46923539	46958527	34989	2	ENSMUST00000131183	-4821	ENSMUSG00000043262	NEUROD1_unique
ENSMUSG00000043263	33.31579666	-1.856306203	0.643233983	0.000171978	0.001383281	Ifi209	chr1	173641100	173641387	NeuroD1	Exon (ENSMUST00000056071/ENSMUSG00000043263, exon 4 of 7)	1	173630859	173647928	17070	1	ENSMUST00000056071	10242	ENSMUSG00000043263	NEUROD1_unique
ENSMUSG00000043279	1322.154545	-0.218121567	0.136293343	0.07705482	0.187371312	Trim56	chr5	137112074	137112325	NeuroD1	3' UTR	5	137105644	137116207	10564	2	ENSMUST00000054384	3882	ENSMUSG00000043279	NEUROD1_unique
ENSMUSG00000043284	1239.974629	0.297759754	0.13208395	0.013540121	0.050009695	Tmem11	chr11	60856704	60856961	NeuroD1	Intron (ENSMUST00000042281/ENSMUSG00000042569, intron 6 of 6)	11	60864987	60878787	13801	2	ENSMUST00000155031	21826	ENSMUSG00000043284	NEUROD1_unique
ENSMUSG00000043289	25.61743473	1.118104109	0.534152903	0.001918621	0.01042767	Mei4	chr9	81771994	81772215	NeuroD1	Distal Intergenic	9	81863670	82027491	163822	1	ENSMUST00000057067	-91455	ENSMUSG00000043289	NEUROD1_unique
ENSMUSG00000043300	2175.706523	-0.33376946	0.144605433	0.010099124	0.039839152	B3galnt1	chr3	69580111	69580385	NeuroD1	Intron (ENSMUST00000061826/ENSMUSG00000043300, intron 1 of 2)	3	69574186	69598861	24676	2	ENSMUST00000061826	18476	ENSMUSG00000043300	NEUROD1_unique
ENSMUSG00000043301	261.429274	-0.307695923	0.255768603	0.093379276	0.215439025	Kcnj6	chr16	94826878	94827081	NeuroD1	Intron (ENSMUST00000095873/ENSMUSG00000043301, intron 3 of 4)	16	94822532	94856690	34159	2	ENSMUST00000165538	29609	ENSMUSG00000043301	NEUROD1_unique
ENSMUSG00000043323	2433.671529	0.188145192	0.096806194	0.041427812	0.118350968	Fbrsl1	chr5	110376898	110377195	NeuroD1	Intron (ENSMUST00000056124/ENSMUSG00000043323, intron 5 of 11)	5	110361754	110387127	25374	2	ENSMUST00000056124	9932	ENSMUSG00000043323	NEUROD1_unique
ENSMUSG00000043336	104.5007536	0.083610024	0.231134802	0.610182	0.754669338	Filip1l	chr16	57389873	57390117	NeuroD1	Intron (ENSMUST00000159816/ENSMUSG00000043336, intron 1 of 4)	16	57353277	57515690	162414	1	ENSMUST00000099667	36597	ENSMUSG00000043336	NEUROD1_unique
ENSMUSG00000043340	4.894632382	-0.081416872	0.320179714	0.453491945	0.627139522	RP23-23C4.1	chr6	28214982	28215284	NeuroD1	Promoter (<=1kb)	6	28215555	28260862	45308	1	ENSMUST00000143099	-271	ENSMUSG00000043340	NEUROD1_unique
ENSMUSG00000043346	3.154453862	0.082616347	0.330308116	0.351556608	.	Gm6741	chr17	91196535	91196757	NeuroD1	Distal Intergenic	17	91236787	91238116	1330	1	ENSMUST00000057074	-40030	ENSMUSG00000043346	NEUROD1_unique
ENSMUSG00000043385	1.11878543	-0.020643263	0.324619531	0.708622331	.	Olfr267	chr4	58785190	58785477	NeuroD1	Promoter (<=1kb)	4	58784779	58785722	944	2	ENSMUST00000059608	245	ENSMUSG00000043385	NEUROD1_unique
ENSMUSG00000043391	3429.738218	0.327661663	0.147226983	0.013060134	0.04867234	RP23-245B21.4	chr16	21676841	21677107	NeuroD1	Intron (ENSMUST00000053336/ENSMUSG00000043391, intron 1 of 1)	16	21649045	21694665	45621	2	ENSMUST00000053336	17558	ENSMUSG00000043391	NEUROD1_unique
ENSMUSG00000043398	440.9494968	0.644259061	0.172487916	3.23964E-05	0.000336247	Gpr135	chr12	71996600	71996784	NeuroD1	Distal Intergenic	12	72069618	72070991	1374	2	ENSMUST00000050649	74207	ENSMUSG00000043398	NEUROD1_unique
ENSMUSG00000043411	3319.555926	-0.49631984	0.092346648	2.19283E-08	5.29342E-07	Usp48	chr4	137603311	137603552	NeuroD1	Intron (ENSMUST00000153100/ENSMUSG00000043411, intron 2 of 3)	4	137594228	137625291	31064	1	ENSMUST00000105838	9084	ENSMUSG00000043411	NEUROD1_unique
ENSMUSG00000043424	28.93238571	-0.010995835	0.22513459	0.945267783	0.970601593	Eif3j2	chr18	43463307	43463529	NeuroD1	Distal Intergenic	18	43475418	43477836	2419	2	ENSMUST00000057110	14307	ENSMUSG00000043424	NEUROD1_unique
ENSMUSG00000043439	747.93282	0.380453558	0.194692265	0.019330877	0.065898938	Epop	chr11	97641748	97642015	NeuroD1	Downstream (2-3kb)	11	97627393	97629716	2324	2	ENSMUST00000052281	-12033	ENSMUSG00000043439	NEUROD1_unique
ENSMUSG00000043441	77.86043647	-0.500265006	0.33703954	0.024299288	0.078937098	Gpr149	chr3	62716993	62717245	NeuroD1	Distal Intergenic	3	62529077	62605140	76064	2	ENSMUST00000058535	-111854	ENSMUSG00000043441	NEUROD1_unique
ENSMUSG00000043456	1158.728447	0.506426439	0.246713223	0.008122725	0.033560989	Zfp536	chr7	37119474	37119700	NeuroD1	Distal Intergenic	7	37472135	37479986	7852	2	ENSMUST00000176129	360286	ENSMUSG00000043456	NEUROD1_unique
ENSMUSG00000043460	3665.653251	-0.718487593	0.234057755	0.000272551	0.002021051	Elfn2	chr15	78669298	78669486	NeuroD1	Downstream (<1kb)	15	78670022	78718113	48092	2	ENSMUST00000088592	48627	ENSMUSG00000043460	NEUROD1_unique
ENSMUSG00000043461	18.07693718	-0.490553801	0.591363472	0.037329947	0.109188474	Sptssb	chr3	69873008	69873318	NeuroD1	Distal Intergenic	3	69819538	69859896	40359	2	ENSMUST00000171529	-13113	ENSMUSG00000043461	NEUROD1_unique
ENSMUSG00000043483	159.1792201	0.697422441	0.191464108	4.07672E-05	0.000407048	RP23-126M2.1	chr12	96670712	96671163	NeuroD1	Distal Intergenic	12	96922420	96923061	642	2	ENSMUST00000052882	251898	ENSMUSG00000043483	NEUROD1_unique
ENSMUSG00000043498	608.9202538	-0.283763458	0.123218123	0.012679272	0.047603748	9330132A10Rik	chr18	89249615	89249955	NeuroD1	Intron (ENSMUST00000037142/ENSMUSG00000034028, intron 4 of 6)	18	89293502	89297229	3728	2	ENSMUST00000059118	47274	ENSMUSG00000043498	NEUROD1_unique
ENSMUSG00000043510	350.6821446	0.707387763	0.133444751	1.9722E-08	4.85348E-07	Hscb	chr5	110836110	110836299	NeuroD1	Promoter (<=1kb)	5	110829080	110836320	7241	2	ENSMUST00000144850	21	ENSMUSG00000043510	NEUROD1_unique
ENSMUSG00000043531	1587.911685	0.187324878	0.117564936	0.087463519	0.205828237	Sorcs1	chr19	50178830	50179135	NeuroD1	Intron (ENSMUST00000072685/ENSMUSG00000043531, intron 22 of 26)	19	50150998	50252678	101681	2	ENSMUST00000168357	73543	ENSMUSG00000043531	NEUROD1_unique
ENSMUSG00000043535	2462.880735	-0.363755109	0.1750988	0.015904222	0.056492803	Setx	chr2	29175238	29175482	NeuroD1	Intron (ENSMUST00000061578/ENSMUSG00000043535, intron 23 of 25)	2	29164458	29179540	15083	1	ENSMUST00000145422	10781	ENSMUSG00000043535	NEUROD1_unique
ENSMUSG00000043556	496.3506066	0.136697161	0.136451061	0.269926184	0.449151663	Fbxl7	chr15	26655150	26655380	NeuroD1	Intron (ENSMUST00000059204/ENSMUSG00000043556, intron 2 of 3)	15	26543084	26895049	351966	2	ENSMUST00000059204	239669	ENSMUSG00000043556	NEUROD1_unique
ENSMUSG00000043557	5137.340513	-2.095254997	0.386479638	3.75036E-10	1.37439E-08	Mdga1	chr17	29856110	29856404	NeuroD1	Intron (ENSMUST00000171691/ENSMUSG00000043557, intron 2 of 16)	17	29832056	29842421	10366	2	ENSMUST00000165528	-13690	ENSMUSG00000043557	NEUROD1_unique
ENSMUSG00000043587	812.1831442	-0.59673261	0.227625994	0.001556921	0.008780303	Pxylp1	chr9	96823037	96823288	NeuroD1	Downstream (<1kb)	9	96839086	96854924	15839	2	ENSMUST00000135834	31636	ENSMUSG00000043587	NEUROD1_unique
ENSMUSG00000043592	6.630547012	0.108365235	0.330560324	0.335131614	0.517707324	Unc5cl	chr17	48475555	48475735	NeuroD1	Intron (ENSMUST00000162313/ENSMUSG00000043592, intron 4 of 5)	17	48462404	48539607	77204	1	ENSMUST00000162467	13152	ENSMUSG00000043592	NEUROD1_unique
ENSMUSG00000043602	375.9517646	0.545022674	0.15956643	0.000152452	0.001248561	Zfp3	chr11	70764132	70764635	NeuroD1	Promoter (<=1kb)	11	70764209	70772928	8720	1	ENSMUST00000060444	0	ENSMUSG00000043602	NEUROD1_unique
ENSMUSG00000043614	1210.446312	0.346481876	0.129771771	0.003870468	0.018449198	Vps37d	chr5	135077262	135077456	NeuroD1	Promoter (<=1kb)	5	135072900	135078266	5367	2	ENSMUST00000067935	810	ENSMUSG00000043614	NEUROD1_unique
ENSMUSG00000043618	9.244886716	-0.201542272	0.345647227	0.21054889	0.380183299	Eif5al3-ps	chr5	90091540	90091745	NeuroD1	Distal Intergenic	5	90132229	90132675	447	1	ENSMUST00000135410	-40484	ENSMUSG00000043618	NEUROD1_unique
ENSMUSG00000043623	1.965957566	-0.004397524	0.323692012	0.922416195	.	4933412A08Rik	chr19	60204293	60204537	NeuroD1	Intron (ENSMUST00000065286/ENSMUSG00000057858, intron 6 of 7)	19	60226334	60227678	1345	1	ENSMUST00000061046	-21797	ENSMUSG00000043623	NEUROD1_unique
ENSMUSG00000043629	500.7073631	-0.125260445	0.194629245	0.425323909	0.603643521	AC129337.1	chr1	52934521	52934708	NeuroD1	Intron (ENSMUST00000050567/ENSMUSG00000043629, intron 1 of 1)	1	52922324	52952844	30521	2	ENSMUST00000050567	18136	ENSMUSG00000043629	NEUROD1_unique
ENSMUSG00000043631	590.256896	0.605038379	0.293898668	0.006346181	0.027566435	Ecm2	chr13	49503342	49503550	NeuroD1	Promoter (1-2kb)	13	49504810	49532789	27980	1	ENSMUST00000051504	-1260	ENSMUSG00000043631	NEUROD1_unique
ENSMUSG00000043635	1206.679654	-1.060238576	0.206204742	2.00322E-08	4.91785E-07	Adamts3	chr5	89980295	89980535	NeuroD1	Distal Intergenic	5	89673841	89883334	209494	2	ENSMUST00000163159	-96962	ENSMUSG00000043635	NEUROD1_unique
ENSMUSG00000043639	405.6365294	-0.204299242	0.202423963	0.207044803	0.375869094	Rbm20	chr19	53786887	53787091	NeuroD1	Intron (ENSMUST00000095969/ENSMUSG00000043639, intron 1 of 8)	19	53793308	53813573	20266	1	ENSMUST00000162910	-6217	ENSMUSG00000043639	NEUROD1_unique
ENSMUSG00000043659	18.77506982	1.073379929	0.600917289	0.003416797	0.016663064	Npsr1	chr9	23932951	23933276	NeuroD1	Distal Intergenic	9	24097996	24289892	191897	1	ENSMUST00000133787	-164720	ENSMUSG00000043659	NEUROD1_unique
ENSMUSG00000043668	394.6559027	0.361505987	0.130750474	0.002640304	0.01349437	Tox3	chr8	90036202	90036483	NeuroD1	Distal Intergenic	8	90257946	90348126	90181	2	ENSMUST00000176034	311643	ENSMUSG00000043668	NEUROD1_unique
ENSMUSG00000043670	4210.904824	0.09474848	0.185340847	0.53819292	0.69892178	Diras1	chr10	81026052	81026281	NeuroD1	Promoter (<=1kb)	10	81022091	81025662	3572	2	ENSMUST00000144640	-391	ENSMUSG00000043670	NEUROD1_unique
ENSMUSG00000043671	2472.140279	-0.121241132	0.083848516	0.138021819	0.283082568	Dpy19l3	chr7	35691430	35691618	NeuroD1	Intron (ENSMUST00000051377/ENSMUSG00000043671, intron 18 of 18)	7	35690725	35708092	17368	2	ENSMUST00000143590	16474	ENSMUSG00000043671	NEUROD1_unique
ENSMUSG00000043673	118.9776728	0.881722388	0.237571594	2.10341E-05	0.000231879	Kcns3	chr12	11057173	11057435	NeuroD1	Distal Intergenic	12	11090202	11150373	60172	2	ENSMUST00000055673	92938	ENSMUSG00000043673	NEUROD1_unique
ENSMUSG00000043681	28.8520473	0.025161327	0.284802746	0.862981888	0.92581993	Fam25c	chr14	34364109	34364377	NeuroD1	Distal Intergenic	14	34351881	34355433	3553	2	ENSMUST00000052126	-8677	ENSMUSG00000043681	NEUROD1_unique
