ensmbl	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol
ENSMUSG00000085289	16,14570861	-0,022744179	0,094830372	0,131130192	0,58773858	AC129603.1
ENSMUSG00000006575	9492,3741	-0,08304639	0,097056378	0,131191578	0,587855479	Rundc3a
ENSMUSG00000111375	4992,847589	-0,073343481	0,10988009	0,131253619	0,58797525	Btbd8
ENSMUSG00000024854	376,506238	0,069565734	0,108635242	0,131302219	0,588034764	Pold4
ENSMUSG00000010080	22,02660242	0,014140906	0,093084112	0,131454431	0,588558141	Epn3
ENSMUSG00000024856	1244,000928	0,036852292	0,099228176	0,131843308	0,589665035	Cdk2ap2
ENSMUSG00000031959	1837,600451	-0,081082937	0,083440409	0,131741707	0,589665035	Wdr59
ENSMUSG00000033102	224,4741575	0,029642893	0,096807914	0,131790936	0,589665035	Cdc14b
ENSMUSG00000073705	61,38437102	-0,049263174	0,103944775	0,131810273	0,589665035	Apitd1
ENSMUSG00000021852	654,0102679	-0,055946069	0,10636493	0,131925756	0,589875339	Slc35f4
ENSMUSG00000022201	15309,4737	-0,079176646	0,091358502	0,132091513	0,590457929	Zfr
ENSMUSG00000030824	5028,965615	0,034984497	0,097908025	0,132188956	0,590576416	Nucb1
ENSMUSG00000113031	44,87046266	-0,040244998	0,100477907	0,132158007	0,590576416	RP23-182N12.5
ENSMUSG00000030098	587,078274	-0,070377637	0,107722283	0,132291757	0,590718705	Grip2
ENSMUSG00000046380	433,1886426	0,076097307	0,105312218	0,132289923	0,590718705	Jrk
ENSMUSG00000082286	790,8369326	-0,080763266	0,101277799	0,132329067	0,590726888	Pisd-ps1
ENSMUSG00000021738	523,2136284	-0,076333246	0,104848298	0,132381038	0,590800498	Atxn7
ENSMUSG00000032308	317,2432446	-0,041436673	0,100914492	0,132473885	0,591056445	Ulk3
ENSMUSG00000023452	907,5431271	0,083360615	0,094112351	0,132610406	0,591507063	Pisd
ENSMUSG00000051242	974,2175531	-0,066479239	0,108865258	0,132700654	0,591600493	Pcdhb9
ENSMUSG00000090066	69,20461641	-0,036905798	0,099217021	0,132702411	0,591600493	RP24-553B2.1
ENSMUSG00000114500	11,85033816	-0,015993726	0,093377847	0,132861589	0,592151586	RP23-170I24.7
ENSMUSG00000052299	2572,905544	-0,079567174	0,076356963	0,132898555	0,592157839	Ltn1
ENSMUSG00000017210	3650,95375	-0,07513805	0,102960608	0,133043897	0,592646851	Med24
ENSMUSG00000039518	21,54317335	0,0241012	0,095192519	0,133120976	0,592831605	Cdsn
ENSMUSG00000056429	6056,377512	0,068788024	0,108529082	0,133245184	0,593226083	Tgoln1
ENSMUSG00000022003	478,6646881	-0,064982005	0,10859742	0,133387749	0,593601555	Slc25a30
ENSMUSG00000063235	486,4214119	0,064532503	0,107907518	0,1334255	0,593601555	Ptpmt1
ENSMUSG00000085658	27,35385311	0,026510951	0,095843594	0,133436468	0,593601555	RP24-340J19.1
ENSMUSG00000022887	826,2365159	-0,052313505	0,104773339	0,133689021	0,593931668	Masp1
ENSMUSG00000039633	2175,16961	0,068986692	0,108225368	0,133634662	0,593931668	Lonrf1
ENSMUSG00000048721	258,4553388	0,012851615	0,092887559	0,133600586	0,593931668	Fndc9
ENSMUSG00000049526	30,30106104	0,036128307	0,099000828	0,13367184	0,593931668	Tmem202
ENSMUSG00000066735	4087,933736	-0,081538003	0,089863291	0,133651324	0,593931668	Vkorc1l1
ENSMUSG00000035215	791,5400947	0,074297655	0,106720493	0,133762536	0,594099756	Lsm7
ENSMUSG00000034570	2036,645197	-0,081572045	0,098486186	0,133819331	0,594193515	Inpp5j
ENSMUSG00000041836	3234,953905	-0,076622294	0,103166394	0,133898725	0,594387543	Ptpre
ENSMUSG00000053153	20,26195528	0,021059242	0,094414835	0,133938198	0,594404299	Spag16
ENSMUSG00000030659	1130,634733	0,027389281	0,0961132	0,134075055	0,594853113	Nucb2
ENSMUSG00000048000	3296,352508	-0,082041177	0,088874691	0,134251393	0,595404952	Gigyf2
ENSMUSG00000064193	34,84675042	-0,028650728	0,096434518	0,13427095	0,595404952	RP24-364O14.1
ENSMUSG00000002741	8065,321968	-0,078265736	0,079342479	0,134524648	0,595661688	Ykt6
ENSMUSG00000005823	503,887306	0,056432059	0,1063369	0,134566124	0,595661688	Gpr108
ENSMUSG00000010311	58,02752769	0,026090084	0,095724561	0,134572239	0,595661688	Optc
ENSMUSG00000029763	4454,021869	0,0770307	0,073479933	0,134560316	0,595661688	Exoc4
ENSMUSG00000035399	250,0649152	0,053652572	0,105457804	0,134579261	0,595661688	Oser1
ENSMUSG00000039824	670,5374164	-0,072583404	0,106855056	0,13439812	0,595661688	Myl6b
ENSMUSG00000044216	3093,615775	0,043112588	0,101516436	0,134468495	0,595661688	Kcnj4
ENSMUSG00000026058	188,8530087	0,039666346	0,100252629	0,134665648	0,595727338	Khdrbs2
ENSMUSG00000061808	16896,02104	0,008243823	0,092328763	0,134641129	0,595727338	Ttr
ENSMUSG00000055430	3702,544031	0,028207866	0,096593947	0,134727665	0,595843385	Nap1l5
ENSMUSG00000024764	1322,626627	-0,080625837	0,083601901	0,135073019	0,596104119	Naa40
ENSMUSG00000026965	3392,491699	0,080843245	0,084866098	0,134993448	0,596104119	Anapc2
ENSMUSG00000037852	69626,16926	0,067684028	0,095166234	0,13506139	0,596104119	Cpe
ENSMUSG00000042419	445,5002591	0,03036826	0,096914074	0,135026113	0,596104119	Nfkbil1
ENSMUSG00000063524	16827,07473	-0,083051227	0,107635425	0,134835557	0,596104119	Eno1
ENSMUSG00000070002	748,9354438	0,078429468	0,100478293	0,134983238	0,596104119	Ell
ENSMUSG00000099034	12,5653546	0,017864976	0,093731221	0,135034659	0,596104119	RP24-289J12.1
ENSMUSG00000110373	99,87057761	-0,030262435	0,096934179	0,135030035	0,596104119	RP24-316B1.1
ENSMUSG00000069633	21,18521376	0,024170635	0,095190208	0,13518237	0,596428626	Pex11g
ENSMUSG00000018983	11,03256237	-0,015934884	0,093358214	0,135230805	0,596484275	E2f2
ENSMUSG00000020524	21602,26142	-0,042014866	0,101019858	0,135285236	0,596566329	Gria1
ENSMUSG00000049606	2913,542407	-0,07294342	0,105376951	0,135431726	0,597054188	Zfp644
ENSMUSG00000033684	1997,31658	0,074333825	0,107006055	0,135600498	0,597639992	Qsox1
ENSMUSG00000030595	946,5606115	0,052623258	0,105259962	0,135656153	0,59772707	Nfkbib
ENSMUSG00000096188	4282,884394	-0,077628069	0,086155552	0,135808333	0,598095236	Cmtm4
ENSMUSG00000109222	13,51531537	0,022398351	0,094724938	0,135811548	0,598095236	RP24-75N6.3
ENSMUSG00000063704	136,401999	-0,028779985	0,096470616	0,135866097	0,598177258	Mapk15
ENSMUSG00000049643	1088,051053	0,070593369	0,108293965	0,135910367	0,598213987	RP23-311C19.1
ENSMUSG00000030752	98,22080636	0,04949565	0,103881953	0,13599359	0,598422113	Kdm8
ENSMUSG00000078868	29,19980257	-0,033928207	0,098099127	0,13619787	0,599162676	RP23-67E6.2
ENSMUSG00000002014	2394,969106	0,069125421	0,107876517	0,136316236	0,599366687	Ssr4
ENSMUSG00000052144	2222,302372	-0,079625389	0,08209599	0,136294312	0,599366687	Ppp4r2
ENSMUSG00000017664	2260,177456	0,073117205	0,102494592	0,136761093	0,601112717	Slc35c2
ENSMUSG00000030779	2698,520446	-0,080433797	0,085268147	0,136785543	0,601112717	Rbbp6
ENSMUSG00000002012	4081,045851	-0,054511428	0,104433555	0,136954296	0,601117503	Pnck
ENSMUSG00000020912	55,54119194	0,023165859	0,09491995	0,13689556	0,601117503	Krt12
ENSMUSG00000021453	586,6810776	0,014013336	0,093056868	0,136949408	0,601117503	Gadd45g
ENSMUSG00000032827	4577,640673	-0,066020174	0,106039941	0,13684893	0,601117503	Ppp1r9a
ENSMUSG00000085609	44,73388611	0,011805155	0,092729991	0,136967137	0,601117503	RP23-143A14.3
ENSMUSG00000021700	25578,76295	-0,049622455	0,09777215	0,137093925	0,601515403	Rab3c
ENSMUSG00000023206	26,93571052	0,032720854	0,097705535	0,137213423	0,60176199	Il15ra
ENSMUSG00000040407	5271,761504	0,075027296	0,104274838	0,137222406	0,60176199	Akap9
ENSMUSG00000040253	65,59058976	0,029256784	0,096609803	0,137269382	0,601809498	Gbp7
ENSMUSG00000005506	8055,80998	-0,079670481	0,094480304	0,137351074	0,601819226	Celf1
ENSMUSG00000044734	13,79322633	0,019207171	0,093990959	0,13738003	0,601819226	Serpinb1a
ENSMUSG00000109473	11,1610793	0,014029843	0,093039281	0,13736222	0,601819226	RP23-366O14.4
ENSMUSG00000002108	25,54303492	0,02835368	0,096322324	0,137731467	0,601885522	Nr1h3
ENSMUSG00000019856	1057,720257	0,023466556	0,095006168	0,13793687	0,601885522	Fam184a
ENSMUSG00000020513	387,0548077	-0,050652581	0,104002929	0,137441253	0,601885522	Tubd1
ENSMUSG00000021238	1121,06661	0,073929384	0,104501328	0,138049377	0,601885522	Aldh6a1
ENSMUSG00000024045	1815,090961	-0,077830186	0,10021257	0,13824568	0,601885522	Akap8
ENSMUSG00000027282	5074,916795	-0,078781068	0,079947929	0,138153322	0,601885522	Mtch2
ENSMUSG00000027661	17,61677194	0,026461306	0,095757482	0,137788875	0,601885522	Slc2a10
ENSMUSG00000027868	17,3682847	0,02063429	0,094302105	0,137510716	0,601885522	Tbx15
ENSMUSG00000028410	13689,56209	-0,062309628	0,107145521	0,137950693	0,601885522	Dnaja1
ENSMUSG00000028758	635,9877257	0,054513864	0,105425674	0,138218367	0,601885522	Kif17
ENSMUSG00000030067	1437,691436	-0,056802472	0,105793468	0,137894379	0,601885522	Foxp1
ENSMUSG00000040093	152,5831534	0,043485388	0,101544603	0,137955611	0,601885522	Bmf
ENSMUSG00000044172	25,29901992	-0,020642996	0,094298726	0,137703924	0,601885522	Ptx4
ENSMUSG00000044576	850,4094262	-0,035655459	0,098744498	0,13816552	0,601885522	Gareml
ENSMUSG00000046562	2158,472665	0,055133583	0,105702694	0,137508058	0,601885522	Unc119b
ENSMUSG00000058922	49,23221403	-0,038394911	0,099604628	0,137810917	0,601885522	RP23-252G18.2
ENSMUSG00000064090	31,49138457	0,030322238	0,096917088	0,138122838	0,601885522	Vrk2
ENSMUSG00000071078	925,1817203	-0,078210883	0,095681691	0,137733236	0,601885522	Nr2c2ap
ENSMUSG00000085225	44,22020028	0,030559317	0,097008456	0,138139842	0,601885522	RP23-43J11.3
ENSMUSG00000089706	412,3291131	0,045863153	0,102524631	0,138083081	0,601885522	RP23-178F20.1
ENSMUSG00000090086	311,7474142	-0,051295657	0,104296324	0,138298841	0,601885522	AC158114.3
ENSMUSG00000090691	102,7149213	-0,053073066	0,104847403	0,138182982	0,601885522	RP23-390C6.1
ENSMUSG00000100017	62,60196574	0,042828639	0,101295174	0,137863934	0,601885522	RP23-170I24.2
ENSMUSG00000102059	16,89890038	-0,022033543	0,094613823	0,137796271	0,601885522	RP24-285E3.2
ENSMUSG00000108103	28,18729241	0,029836748	0,096774363	0,138278714	0,601885522	RP23-418F10.1
ENSMUSG00000028339	627,9711836	-0,014005505	0,093040503	0,138343699	0,60192342	Col15a1
ENSMUSG00000020124	4646,034552	-0,077123069	0,073624979	0,138429308	0,601981301	Usp15
ENSMUSG00000054648	626,5961005	0,067886759	0,107410207	0,138403367	0,601981301	Zfp869
ENSMUSG00000070284	652,7796203	0,029736727	0,096788614	0,138488252	0,602080389	Gmppb
ENSMUSG00000004460	2529,627081	0,037082859	0,099305438	0,138761325	0,602830728	Dnajb11
ENSMUSG00000026229	6401,372131	-0,080372975	0,084548402	0,138769454	0,602830728	Psmd1
ENSMUSG00000097119	524,101732	-0,056375058	0,105605578	0,138764353	0,602830728	B230354K17Rik
ENSMUSG00000025066	3878,820266	-0,080678447	0,086467519	0,138931263	0,603061643	Sfr1
ENSMUSG00000038679	1805,403671	-0,036276756	0,09894906	0,138885529	0,603061643	Trps1
ENSMUSG00000087305	45,78517571	-0,032369771	0,097554536	0,138926319	0,603061643	RP24-267I24.2
ENSMUSG00000031711	1620,402784	0,068643829	0,107212859	0,139068916	0,60350183	Zfp330
ENSMUSG00000026197	821,9113542	0,061916009	0,106984276	0,139158088	0,603574192	Zfand2b
ENSMUSG00000031246	11295,71907	-0,038004226	0,09939215	0,139156178	0,603574192	Sh3bgrl
ENSMUSG00000021189	1143,954022	-0,07769251	0,113932206	0,139447197	0,604260176	Atxn3
ENSMUSG00000030590	828,3561061	0,066251251	0,107263613	0,139461405	0,604260176	Fam98c
ENSMUSG00000038859	34,57952322	0,019004816	0,09395595	0,139383846	0,604260176	Baiap2l1
ENSMUSG00000064356	17,87184644	-0,0165635	0,093462879	0,139454206	0,604260176	mt-Atp8
ENSMUSG00000012422	2595,883838	-0,073177963	0,102489477	0,139566714	0,604505664	Tmem167
ENSMUSG00000074578	967,4638056	0,035679105	0,098701559	0,139590672	0,604505664	Zfas1
ENSMUSG00000002660	1554,738344	0,066900023	0,109535256	0,14103484	0,604515531	Clpp
ENSMUSG00000007617	2914,987982	-0,073217702	0,104441407	0,140603292	0,604515531	Homer1
ENSMUSG00000010095	10477,3816	0,048193147	0,103167848	0,140219842	0,604515531	Slc3a2
ENSMUSG00000014592	19263,18867	-0,043347333	0,101278113	0,141234128	0,604515531	Camta1
ENSMUSG00000019577	42,98535387	0,029029128	0,096509669	0,139780595	0,604515531	Pdk4
ENSMUSG00000020190	3701,208068	-0,069331328	0,107528598	0,141105241	0,604515531	Mknk2
ENSMUSG00000020390	6565,421047	-0,073442557	0,098126808	0,141214352	0,604515531	Ube2b
ENSMUSG00000020801	467,8820849	0,069637667	0,10555105	0,140113561	0,604515531	Med31
ENSMUSG00000021243	491,0139897	0,077527201	0,094503542	0,140491135	0,604515531	Fcf1
ENSMUSG00000022391	12512,20634	-0,078899993	0,099132272	0,141058584	0,604515531	Rangap1
ENSMUSG00000024172	1425,054053	-0,059117531	0,106395897	0,140092175	0,604515531	St6gal2
ENSMUSG00000024201	5097,189576	-0,079975982	0,090970277	0,140463683	0,604515531	Kdm4b
ENSMUSG00000025579	6344,263215	0,026219085	0,095189708	0,140507212	0,604515531	Gaa
ENSMUSG00000025982	8530,546864	-0,076999148	0,073394978	0,140615547	0,604515531	Sf3b1
ENSMUSG00000027132	359,1145871	-0,072440886	0,104962999	0,140629713	0,604515531	Katnbl1
ENSMUSG00000027273	32149,88436	-0,074579213	0,103186507	0,140610553	0,604515531	Snap25
ENSMUSG00000028851	3264,369537	0,081061001	0,096099962	0,141262983	0,604515531	Nudc
ENSMUSG00000029005	576,1046974	-0,025362991	0,095474805	0,140520057	0,604515531	Draxin
ENSMUSG00000029094	4328,186891	-0,079566493	0,096856263	0,140992056	0,604515531	Afap1
ENSMUSG00000029326	1817,329516	-0,078649972	0,088443095	0,140801794	0,604515531	Enoph1
ENSMUSG00000030034	326,7902248	0,071366028	0,105794972	0,140934489	0,604515531	Ino80b
ENSMUSG00000030780	847,1035057	0,074501817	0,104046962	0,139888832	0,604515531	AC124566.2
ENSMUSG00000032705	1862,914007	-0,069026301	0,107663293	0,140905417	0,604515531	Exd2
ENSMUSG00000033170	34,5965789	-0,027065524	0,095901877	0,140904141	0,604515531	Card10
ENSMUSG00000034295	1277,405912	0,041014085	0,100491687	0,141239925	0,604515531	Fhod3
ENSMUSG00000036278	174,8558032	0,059367614	0,106570101	0,139964822	0,604515531	Macrod1
ENSMUSG00000038503	2616,216766	0,078346317	0,099033521	0,139976265	0,604515531	Mesdc2
ENSMUSG00000039106	236,7756366	0,038494342	0,099682957	0,141173992	0,604515531	Htr5a
ENSMUSG00000042541	1916,50166	0,079452826	0,090553554	0,141191591	0,604515531	Sem1
ENSMUSG00000042751	10608,04672	0,078139064	0,080182913	0,141203637	0,604515531	Nmnat2
ENSMUSG00000045140	248,9428429	-0,071106705	0,106038271	0,14038144	0,604515531	Pigw
ENSMUSG00000046410	22,78706313	-0,028134994	0,096217841	0,140089483	0,604515531	Kcnk6
ENSMUSG00000047084	2091,036125	0,071614268	0,105629434	0,141058354	0,604515531	Ngrn
ENSMUSG00000048249	463,9518413	0,064576957	0,107278736	0,140898241	0,604515531	Crebrf
ENSMUSG00000049939	2500,981043	-0,079051146	0,089185324	0,140324388	0,604515531	Lrrc4
ENSMUSG00000053411	371,2584458	-0,049566258	0,103436749	0,140615579	0,604515531	Cbx7
ENSMUSG00000055044	262,359205	0,012833964	0,092870721	0,140017964	0,604515531	Pdlim1
ENSMUSG00000057440	101,8663474	0,030744176	0,097055389	0,139687136	0,604515531	Mpp7
ENSMUSG00000071655	2055,585859	0,071367795	0,106221124	0,140337393	0,604515531	Ubxn1
ENSMUSG00000073209	40,7769142	0,022570431	0,094755664	0,140418887	0,604515531	Klf14
ENSMUSG00000074646	16,40182417	-0,016931389	0,093527092	0,140976437	0,604515531	RP23-220D12.11
ENSMUSG00000086022	31,72527328	0,028216404	0,096248059	0,141126158	0,604515531	Rad51ap2
ENSMUSG00000097216	194,9294936	0,056118622	0,10576092	0,139747072	0,604515531	RP24-235E5.1
ENSMUSG00000101013	707,0821069	-0,057465863	0,105751926	0,141223421	0,604515531	RP24-300D7.1
ENSMUSG00000104784	33,84942789	0,032728883	0,097637265	0,139982931	0,604515531	RP24-230J14.10
ENSMUSG00000105703	11,83444334	0,012082818	0,092756059	0,140429771	0,604515531	RP24-378G4.3
ENSMUSG00000021460	2128,358091	0,072342337	0,104998966	0,141345039	0,604711267	Auh
ENSMUSG00000026811	3753,881319	-0,056732887	0,103904703	0,141416843	0,604863051	St6galnac6
ENSMUSG00000000355	1703,583781	-0,050986036	0,10393573	0,141640502	0,604887408	Mcts1
ENSMUSG00000021236	1386,148117	0,064560739	0,106542685	0,141570372	0,604887408	Entpd5
ENSMUSG00000023064	18,91079231	0,025320242	0,09542959	0,141472638	0,604887408	Sncg
ENSMUSG00000099644	18,91392742	0,027032888	0,095886305	0,141563124	0,604887408	RP23-299F18.1
ENSMUSG00000107201	35,79081193	-0,033037741	0,097708984	0,141605573	0,604887408	RP23-113M20.4
ENSMUSG00000109727	11,23703943	-0,01875559	0,093875169	0,14154226	0,604887408	RP24-225A21.3
ENSMUSG00000022427	2605,659464	-0,078955094	0,093489707	0,141803601	0,605273459	Tomm22
ENSMUSG00000027286	636,0834284	0,078348883	0,095678633	0,141770166	0,605273459	Lrrc57
ENSMUSG00000022762	5154,473352	0,079132338	0,081275545	0,142022065	0,60591817	Ncam2
ENSMUSG00000046550	247,8682631	-0,044729026	0,10180294	0,142063812	0,60591817	Spin2c
ENSMUSG00000097729	121,5340642	0,056460425	0,105586797	0,142049854	0,60591817	RP24-98A23.3
ENSMUSG00000021133	2414,943231	0,07197647	0,106159824	0,142228077	0,605997877	Susd6
ENSMUSG00000066652	17,87801948	-0,013168517	0,092898191	0,142208469	0,605997877	Lefty2
ENSMUSG00000074345	319,3384448	-0,025696494	0,095530552	0,142224996	0,605997877	Tnfaip8l3
ENSMUSG00000094410	61,11689769	-0,045833757	0,102146749	0,142204912	0,605997877	RP24-200D3.4
ENSMUSG00000025451	2299,120949	-0,07883954	0,085722628	0,14239201	0,60649983	Paip1
ENSMUSG00000041935	2827,456347	-0,072977899	0,103354352	0,142418734	0,60649983	RP23-372O9.2
ENSMUSG00000014767	888,9556753	-0,077221866	0,098550389	0,142545545	0,606724021	Tbp
ENSMUSG00000022365	3589,819014	0,071992366	0,106240651	0,142571037	0,606724021	Derl1
ENSMUSG00000068262	32,64411063	-0,029049239	0,096440045	0,142580691	0,606724021	RP23-4F16.9
ENSMUSG00000027993	20808,54233	-0,057698503	0,105707534	0,142619911	0,606735857	Trim2
ENSMUSG00000055401	490,845269	0,057543448	0,105852194	0,142700553	0,60692386	Fbxo6
ENSMUSG00000025138	1171,464541	-0,079027853	0,091336223	0,142802559	0,607202609	Sirt7
ENSMUSG00000000805	14,27717721	-0,021882864	0,094537594	0,143410414	0,608285045	Car4
ENSMUSG00000005893	5948,353989	-0,077444397	0,078976103	0,143321956	0,608285045	Nr2c2
ENSMUSG00000020882	5008,535179	-0,07471401	0,100789199	0,143487575	0,608285045	Cacnb1
ENSMUSG00000021676	362,2428697	0,046511255	0,102417361	0,143495505	0,608285045	Iqgap2
ENSMUSG00000022339	470,8237288	-0,072071053	0,104396585	0,143150518	0,608285045	Ebag9
ENSMUSG00000024036	79,80605074	-0,032978083	0,097657333	0,143416069	0,608285045	Slc37a1
ENSMUSG00000028821	743,1391717	0,047137182	0,10250162	0,143289499	0,608285045	Syf2
ENSMUSG00000044968	596,8524223	-0,036743546	0,098808618	0,143429464	0,608285045	Napepld
ENSMUSG00000047787	803,4693694	-0,050579893	0,103706835	0,143490384	0,608285045	Flrt1
ENSMUSG00000058013	9109,514361	0,046811181	0,103084137	0,143320608	0,608285045	Sep-11
ENSMUSG00000096433	402,1680895	-0,053622248	0,104616109	0,143103936	0,608285045	Zfp994
ENSMUSG00000098134	308,6634466	0,052323114	0,104500476	0,143199374	0,608285045	Rnf113a2
ENSMUSG00000056300	13,98180181	-0,021056935	0,094358859	0,143545252	0,608341051	RP23-384D6.6
ENSMUSG00000001964	2121,518478	0,050838394	0,103888462	0,143705688	0,608556311	Emd
ENSMUSG00000027199	670,1947856	-0,03496216	0,098293071	0,143682791	0,608556311	Gatm
ENSMUSG00000052295	12,24100149	0,021793544	0,094530467	0,143674889	0,608556311	RP23-181F22.1
ENSMUSG00000037242	1127,407623	0,023731756	0,095052221	0,144036246	0,609801051	Clic4
ENSMUSG00000034620	1284,637352	0,072116074	0,103958539	0,144173178	0,610225621	Tmem5
ENSMUSG00000036257	5623,046031	-0,078196852	0,084654103	0,14429638	0,610565377	Pnpla8
ENSMUSG00000110980	350,853664	-0,061562954	0,106500446	0,144326787	0,610565377	RP24-175C20.18
ENSMUSG00000054659	161,0535198	0,038348481	0,099501669	0,144488887	0,610940696	Pm20d2
ENSMUSG00000092607	757,1452594	0,067586763	0,105115608	0,144482689	0,610940696	Scnm1
ENSMUSG00000002578	757,654104	-0,074081774	0,099342849	0,144767936	0,61103975	Ikzf4
ENSMUSG00000021932	236,5989858	0,064175614	0,106254741	0,144668302	0,61103975	Rnaseh2b
ENSMUSG00000025860	2377,542263	-0,066220413	0,106943164	0,144714647	0,61103975	Xiap
ENSMUSG00000040021	3070,53575	-0,077465564	0,084872387	0,144769192	0,61103975	Lats1
ENSMUSG00000048385	1956,344616	-0,056338384	0,102387596	0,144722475	0,61103975	Scrt1
ENSMUSG00000059195	539,4054808	-0,053220413	0,104350805	0,144704063	0,61103975	RP23-398D18.4
ENSMUSG00000079470	473,7875746	-0,074934034	0,100080986	0,144720293	0,61103975	Utp14b
ENSMUSG00000028322	276,6440006	0,070101073	0,104740133	0,145018324	0,611746984	Exosc3
ENSMUSG00000041966	934,1479732	-0,071228095	0,105648422	0,145011014	0,611746984	Dcaf17
ENSMUSG00000079139	239,8630947	-0,054219396	0,104640229	0,14504697	0,611746984	RP24-387G4.1
ENSMUSG00000026782	10370,75375	-0,060267211	0,106824023	0,145281965	0,61227284	Abi2
ENSMUSG00000060860	2330,688767	0,077138664	0,095221753	0,145222484	0,61227284	Ube2s
ENSMUSG00000072769	2140,817717	-0,077845727	0,09309035	0,145276661	0,61227284	RP24-317M4.4
