# GimmeMotifs version 0.16.1
# Input: /home/ia1014/gimmemotifs/output/shared_denovo/generated_background.gc.fa
# Motifs: /home/ia1014/gimmemotifs/output/shared_denovo/combined.pfm
# Scoring: GC frequency normalized z-score
	GimmeMotifs_1	GimmeMotifs_2	GimmeMotifs_3	GimmeMotifs_4	GimmeMotifs_5	GimmeMotifs_6	GimmeMotifs_7	GimmeMotifs_8	GimmeMotifs_9	GimmeMotifs_10	GimmeMotifs_11	GimmeMotifs_12	GimmeMotifs_13	GimmeMotifs_14	GimmeMotifs_15	GimmeMotifs_16	GimmeMotifs_17	GimmeMotifs_18	GimmeMotifs_19
chr5:9969600-9969800	-0.393595	1.435180	-0.241730	-1.184507	0.894271	0.480675	2.338506	0.096675	1.533101	-0.550246	-0.226229	-0.124623	-0.101484	0.380562	0.541457	-1.480194	2.726118	0.536530	0.848841
chr6:29546800-29547000	0.068907	1.411183	0.933957	0.525524	0.249006	0.373856	-0.058197	1.350321	0.185259	0.312021	0.227056	0.578773	-3.655778	-0.847984	0.263510	-1.319636	2.742078	-0.912356	-1.949934
chr12:48882800-48883000	-0.091002	0.960958	0.628002	0.445517	-1.319150	0.371761	0.315077	0.762851	0.031807	1.330814	0.227056	0.943499	-3.356482	0.125680	-0.591037	0.031040	1.446114	0.920725	0.472581
chr6:116753900-116754100	1.847041	0.980512	1.941450	0.495786	1.385775	1.100170	0.441074	-0.243564	2.343787	1.449137	2.019015	3.177252	0.253507	1.226145	-0.724845	1.673235	3.293119	1.729738	-0.934623
chr6:103097500-103097700	0.618243	0.412808	1.941450	1.452830	0.209516	0.479441	0.356206	0.043957	1.117376	-0.918049	0.399815	-0.604398	-0.578112	0.125680	1.558935	0.322558	0.364409	3.004886	-0.104029
chrX:27627500-27627700	0.629428	-0.294043	-0.685446	-1.206298	0.300317	-0.830423	-0.382574	0.541562	-0.633183	-1.550076	-0.067702	-0.599095	0.802684	0.252481	-0.181658	1.964753	-1.327451	1.187740	0.677621
chr17:86854300-86854500	-0.941817	-1.227846	-1.603352	-0.298775	-0.684920	0.685546	1.298290	0.658467	-1.070636	0.603062	2.283115	-0.675236	0.802684	1.226145	2.223105	-1.239099	-1.696985	-0.900982	-0.452021
chr1:123772000-123772200	-1.498088	0.934331	-1.692939	-0.842447	0.873717	0.429459	0.602653	-0.877164	-0.432713	0.682970	0.034168	0.073581	0.911605	0.125680	-0.054238	0.031040	1.592675	-1.809277	-0.601041
chr4:41009300-41009500	0.560893	0.827219	1.154301	0.620921	1.084495	1.616219	-1.087445	0.182947	1.095594	0.395908	0.588389	0.608380	0.026460	0.380562	-0.566683	-1.480194	0.556514	-0.907671	-0.263325
chr14:37872500-37872700	-0.091002	0.576991	0.628002	0.445517	-0.253530	0.942481	0.664139	0.762851	0.031807	1.141555	0.227056	0.536551	-1.127497	0.125680	-0.307100	0.322558	1.446114	0.920725	-0.042257
chrX:14493500-14493700	0.420474	0.504243	-0.443166	1.736710	-0.035530	-1.491930	0.462987	2.290931	0.198218	-0.172589	0.191836	-1.123955	0.253507	0.252481	0.478672	0.322558	0.207321	0.541423	0.383019
chr4:55802500-55802700	0.217642	-0.613915	0.870282	0.322741	-0.633836	-0.139208	-0.185510	-0.833416	-0.144362	-0.097144	2.042948	0.044319	0.362427	-0.974785	1.980490	0.403095	-0.000994	0.397651	-0.640607
chr14:106412200-106412400	-0.980345	0.453140	-0.379491	-0.894949	-0.170194	0.598902	-0.195223	0.027565	0.941050	0.109623	-0.104130	2.790180	0.911605	0.252481	0.596206	-1.239099	0.575412	0.352670	0.407572
chr18:83513400-83513600	0.628988	-0.208766	-1.692939	-1.657229	-0.897866	0.798786	-0.230646	-0.590867	0.021670	-0.954750	-0.624098	1.624947	0.911605	0.125680	-0.241583	-1.239099	0.598347	0.150637	0.393980
chr3:155927500-155927700	0.244417	-0.121450	0.628002	-0.866774	0.155061	0.398091	-0.338264	-1.326154	-0.689135	-0.120778	0.034168	-0.102402	0.253300	-0.974785	0.134460	0.322558	2.173828	0.278192	-0.498958
chr3:94631100-94631300	0.625895	2.384802	-1.417845	0.369939	1.857609	1.170281	0.568500	-1.121514	0.958873	0.395908	0.208787	1.292535	0.798041	-0.899536	0.477262	0.172721	0.506432	-0.138279	-1.185721
chr4:58610400-58610600	0.384988	-0.360138	-0.443166	-0.997953	1.514345	1.252821	1.330669	1.152807	-0.158593	1.887015	-2.021891	-0.031703	0.362427	0.125680	1.508625	0.322558	-0.710315	-0.375667	-0.528821
chr17:14157600-14157800	-0.041107	0.525331	-0.379491	1.977882	0.229791	1.135737	0.608140	1.907683	0.772338	-0.459856	0.086297	0.627025	0.802684	0.125680	1.153074	0.322558	-1.449799	1.254603	1.427836
chr16:91573600-91573800	0.526994	-0.055161	-0.379491	1.285330	0.327145	0.492608	1.928574	-1.024137	0.685498	0.703677	-0.067702	1.980204	0.144380	1.352946	-0.919542	-1.319636	-0.061222	1.254603	0.957770
chr16:65057800-65058000	0.745736	0.068554	-0.685446	-0.042671	0.185528	-1.116877	3.090873	0.310927	-0.493902	2.284380	-1.849133	-0.406920	-1.018370	-0.974785	0.372328	0.322558	0.397709	-1.175241	0.316824
chr13:85203600-85203800	-0.014097	-0.890358	-1.692939	-0.651699	-0.810704	0.071021	1.632326	1.393238	-1.967653	-0.152274	0.188167	1.489721	0.144380	1.226145	-0.858368	0.322558	0.298268	-0.925391	-0.772225
chr10:109176200-109176400	0.124199	-1.822542	-1.539677	1.207806	0.819688	-0.884816	-0.277790	1.225873	1.384496	1.641922	0.034168	1.294797	0.802684	0.125680	-1.508147	0.322558	0.481003	-0.815622	0.586006
chr7:123258800-123259000	-0.104141	1.143857	1.023544	-0.840698	0.352196	0.100726	-0.027356	0.540771	0.821995	-0.667962	2.042948	0.954517	0.144380	-0.974785	-0.899710	0.322558	-0.136183	-0.815622	-0.306101
chr12:30308400-30308600	0.435319	-0.802231	-0.379491	0.346843	0.739281	-1.163157	-0.194001	-0.069999	0.537433	-0.040486	1.763147	-1.163563	0.802684	0.125680	-1.098180	0.322558	-0.883138	0.140515	-0.620865
chrX:42889800-42890000	0.138339	1.384297	0.870282	1.267308	-0.551479	0.649809	-0.068971	-0.036453	0.332100	1.641922	-2.126472	-0.213855	0.911605	0.125680	0.257204	-1.239099	-0.168607	-0.491229	-0.360846
chr5:105047700-105047900	1.984297	0.503538	0.933957	0.343567	-0.102351	-0.446598	1.617343	0.935086	1.304925	-1.746093	0.174927	0.721976	0.253507	1.226145	-0.663308	0.322558	0.699874	0.541423	0.494765
chr6:3468500-3468700	0.084554	1.007616	-0.685446	-0.465083	-0.623134	0.598902	0.998413	0.944655	-0.540913	1.641922	-0.258129	-0.149595	0.802684	-0.974785	-1.873998	0.322558	-1.163785	-1.162960	-1.192097
chr19:29379500-29379700	0.566807	0.038457	-0.379491	0.873489	-0.903195	-1.934628	0.485318	0.388600	-0.768518	2.284380	-0.152590	1.393825	0.253507	-1.948448	-0.495396	-1.239099	-0.976146	0.325522	-1.029977
chrY:8297000-8297200	0.577492	-0.271719	-0.532183	0.036091	0.488162	1.247818	-0.725267	0.181517	0.377195	-0.815048	-1.743594	0.449087	0.802684	-0.974785	-0.131160	0.403095	0.054872	0.480243	0.346186
chr7:21854000-21854200	-0.574407	1.206159	-0.685446	-1.263263	-0.983593	1.318994	0.111137	0.796606	-0.116258	1.141555	-1.831908	0.188229	0.362427	0.125680	-1.045473	0.322558	-0.207876	-0.143594	0.971659
chr11:39935900-39936100	0.708077	1.663801	2.175628	-0.332956	-0.732699	1.667237	3.299936	-0.449831	0.624555	0.868565	-1.560507	-0.167350	0.670339	-1.915113	2.749854	-0.135833	-0.300754	-0.026692	-0.683077
chrY:40015300-40015500	-1.468603	0.971478	-0.685446	-0.974717	-0.726951	0.468373	0.831256	0.611404	0.158546	1.538920	0.073057	0.677522	0.253300	0.252481	0.566349	1.964753	-1.581529	0.786832	-0.318342
chr6:91940100-91940300	0.237323	-0.363500	-0.289904	0.635584	-0.956760	-1.374881	-1.828114	0.215510	-0.360166	-1.026615	2.019015	-1.031870	0.253300	0.125680	-0.013588	0.322558	-0.142941	1.303302	0.149366
chr3:110126400-110126600	-0.209366	2.029932	-0.226229	1.449184	-0.258385	0.599350	0.467213	1.960643	0.652665	1.141555	2.144818	-0.643409	0.253507	0.252481	-0.233595	0.322558	-0.502509	0.445590	0.938892
chr1:72965500-72965700	-0.049291	0.118376	0.781265	-0.263379	0.047900	-0.796566	-1.254476	-0.066170	-0.633183	-0.152274	2.283115	0.525514	0.911605	1.352946	-1.350006	0.322558	-0.171979	0.481246	-0.129834
chr13:40834800-40835000	-1.825591	-1.320686	-0.177181	-1.049064	0.356616	0.318717	-0.726567	-0.305022	-0.358745	-0.740554	0.356175	-1.674139	0.670339	-0.899536	0.372485	-0.135833	0.497432	-0.633225	-1.563080
chrY:44197400-44197600	0.308784	0.059801	-0.379491	-0.957106	0.754107	-0.518959	-0.319197	0.139375	0.652665	1.449137	-1.814482	0.251482	-1.236417	0.125680	-1.461759	-1.319636	-1.052909	0.374025	-0.026598
chr7:75165200-75165400	1.737522	-1.181138	1.941450	3.022370	-0.025804	0.393245	-1.184817	-0.901967	0.118647	2.284380	1.917146	0.397935	0.802684	0.125680	0.397627	-1.239099	1.260750	-0.474202	-1.661814
chr2:129042900-129043100	0.436164	-0.075866	0.870282	-0.329858	-1.545611	-0.229303	-2.069652	1.044475	-1.261394	-0.518144	0.073057	-1.319919	0.802684	1.226145	0.360755	-1.239099	-1.756267	-1.354639	-0.492488
chr3:136434600-136434800	-1.398909	1.425963	0.628002	0.035426	1.909179	0.856936	0.201436	0.259349	0.318838	-0.947619	-0.383931	-1.337230	0.362427	1.226145	0.065736	-1.319636	-0.970758	0.325522	1.067703
chr19:30475000-30475200	-1.555436	1.367411	-0.177181	-0.316566	1.069616	0.148886	0.255710	-0.061358	-0.241045	-0.570480	2.081445	-0.044879	-4.769053	0.248302	-0.955345	0.172721	-0.230257	-0.896963	1.473386
chr14:66932600-66932800	0.010185	-1.798468	-0.379491	-0.735513	-1.061759	-0.055715	-1.109557	-0.560941	0.239267	-0.932387	2.042948	0.640982	-0.404798	-0.974785	0.493329	-1.239099	-0.563891	-1.341354	-0.996320
chr14:17162100-17162300	0.714033	0.673961	0.870282	-1.291985	-0.240628	-0.408003	-0.406127	-0.412892	-0.628834	-0.270597	2.437114	0.102152	0.911605	0.252481	-2.012508	0.031040	0.925540	-0.666207	-0.472500
chr16:96928900-96929100	0.397119	0.804381	-0.379491	-0.209135	0.666679	1.455319	0.292183	-0.975783	2.343787	0.285604	0.188167	1.240408	0.911605	0.125680	0.015563	-1.239099	-1.057155	-1.866661	-0.963081
chr13:7005400-7005600	0.295297	-0.983066	0.870282	-0.651395	1.045803	-0.075912	1.226118	-1.269777	2.047945	-0.349278	-0.229932	-0.281241	0.253507	1.226145	0.210684	-1.319636	0.285947	0.718815	0.282813
chrY_JH584302_random:145300-145500	-1.010681	0.899755	-1.603352	-0.537749	0.473629	0.412595	0.354920	-1.453629	0.198218	1.449137	-0.067702	-0.965151	0.253507	1.226145	0.903033	0.322558	0.351652	-0.973330	0.554472
chr11:12041700-12041900	0.514736	0.974301	-0.443166	1.882934	0.036365	-1.141989	0.974737	-0.349031	-1.163470	-0.009374	0.086297	-0.141221	0.253507	1.352946	0.740850	0.322558	0.239763	0.207019	0.610311
chr4:12729400-12729600	-1.057779	1.044675	-1.539677	1.199643	0.256430	1.999777	0.728241	0.181714	0.450593	0.235719	-0.104130	2.238515	0.362427	1.226145	-0.018277	-1.239099	-0.669084	-0.862792	-1.568560
chr10:125824300-125824500	0.224786	0.061965	-0.379491	-0.255288	0.506969	1.011430	-2.423068	-1.034355	-0.144362	-0.172589	0.188167	-0.681181	0.911605	0.125680	-0.819665	0.322558	0.562162	-1.031573	0.049349
chr3:123056200-123056400	1.137518	0.084844	0.628002	1.834234	0.762724	0.806025	-0.618108	-0.225868	0.908835	-0.142398	-2.109241	0.436355	0.253507	0.125680	1.802249	1.964753	0.373387	-0.008356	-0.659552
chr17:22198300-22198500	0.072816	-1.249861	-0.443166	-1.155747	0.745669	1.424210	0.389539	1.512061	0.554636	-0.017777	1.990819	0.764713	0.144380	0.252481	0.626478	0.322558	0.016467	0.900525	-0.309458
chr12:60071000-60071200	2.949360	1.780375	0.933957	1.054895	0.080454	1.012130	-0.010802	0.906426	1.304925	0.227316	0.139707	-0.178747	-1.785595	0.125680	-1.062946	0.322558	0.121576	3.552863	-0.578151
chr6:19187200-19187400	0.501265	0.953589	0.870282	-1.332250	-0.585229	-1.150710	-0.700113	0.078148	-0.421398	-0.112376	0.293706	0.325204	0.253300	1.226145	0.580522	-1.319636	-0.341243	-1.552384	-1.453736
chrX:85890300-85890500	2.639952	1.387160	-0.379491	1.430006	0.810514	0.983315	-1.239722	1.170949	1.304925	1.641922	0.399815	1.258141	0.802684	0.252481	-0.712893	0.322558	0.205319	0.445590	-0.534819
chr1:183959400-183959600	0.777512	-0.607031	0.628002	-0.553802	0.296244	-0.464665	-0.890016	0.611363	0.641351	-0.152274	-0.485801	1.169526	0.253300	-0.847984	-0.086155	-1.239099	-1.192139	1.456514	1.083100
chr18:22510200-22510400	-1.241027	-0.358593	-0.379491	0.227403	-1.027089	-0.747342	-0.560916	-0.782189	0.554636	-1.000633	-0.067702	-1.018358	0.253507	-0.847984	-0.325098	0.322558	-0.928063	0.146365	-0.031429
chr1:107455800-107456000	-0.950066	0.671410	-0.289904	-0.306732	-0.322100	1.656645	0.574407	-0.801401	0.554636	0.235719	-0.067702	0.444771	-1.676675	-0.974785	1.165656	-1.319636	-0.699529	0.718815	0.235682
chr1:75960500-75960700	1.191125	0.262570	-0.177181	-1.549664	0.876443	0.353662	1.058175	0.072518	0.329761	-0.395165	-0.070963	-1.095437	0.026460	2.676237	2.032939	0.172721	0.666166	-0.810702	-0.846490
chr8:37697400-37697600	0.756137	-0.656371	-0.443166	0.465032	1.857445	-0.570906	0.445204	-0.366955	1.427086	-0.009374	1.470850	2.298840	0.253507	-0.974785	-0.195361	-1.319636	-0.813409	1.173749	-0.553622
chr16:70880300-70880500	-1.326707	-1.735465	-0.443166	1.302142	-1.948304	-0.742519	-1.908027	2.164840	-0.546469	-0.726250	1.990819	0.363064	0.253507	-0.847984	-0.116340	0.031040	2.132825	-2.685918	0.135675
chrX:123392500-123392700	0.339780	0.479999	-1.539677	-0.259017	0.712392	-0.651985	-0.033403	-0.833325	0.158086	-0.152274	-0.624098	-1.214176	0.144380	0.125680	1.206151	0.403095	0.407293	-1.385547	2.424143
chr7:67875300-67875500	0.632364	-0.657393	0.870282	-0.316297	-0.566078	-1.847527	0.405612	-0.015800	-0.407061	-0.918049	0.086297	0.671754	0.144380	-0.974785	0.034716	0.322558	1.277821	0.085532	0.109614
chr13:114575900-114576100	-1.025183	1.129174	-0.226229	2.056156	1.142994	-0.978937	-0.345699	0.826755	0.158546	-1.802097	0.245816	0.678587	0.253300	-0.847984	-0.191069	-1.319636	-0.450491	0.404384	-0.330950
chr14:64430800-64431000	-0.449920	1.399037	-1.573212	0.986767	-0.528313	0.810362	-1.281560	-0.600159	0.277138	-0.740554	-1.496174	-0.593048	0.026218	1.396139	-0.318751	-0.135833	-1.242350	1.146459	-0.638129
chrX:77325300-77325500	0.837603	0.977015	0.870282	1.750586	-0.306543	1.026375	0.116205	0.057265	2.134785	0.933449	-0.229932	0.534957	0.802684	1.352946	0.865055	-1.239099	1.785805	-1.137545	-1.656830
chr3:157847100-157847300	1.196744	-0.236918	-1.603352	0.355286	-1.014207	1.516396	2.679508	-0.855850	0.659594	0.235719	-1.920021	-1.330333	0.253507	-0.847984	-0.331485	0.322558	0.377677	-0.220927	-1.442874
chr7:80499900-80500100	-1.310034	0.280470	-1.539677	0.037642	0.055251	0.797453	-0.124414	0.244290	-0.944687	-0.998348	-1.955242	-0.453526	0.911605	-0.847984	1.654430	-1.319636	-0.579592	-1.174207	-0.043907
chr16:59561300-59561500	0.381396	0.047736	-0.177181	-0.010955	0.612062	-0.399448	2.094122	-2.279905	-0.193396	-0.466200	0.457183	-0.105361	0.026460	2.543977	2.792912	-1.565437	0.697889	0.022219	-1.768243
chr6:131048400-131048600	0.193989	-0.414850	-0.021814	-1.409169	-0.962242	0.215526	1.096944	1.337744	0.558486	1.490827	0.306284	-0.616982	0.798041	-0.899536	0.485179	-1.565437	-0.062262	-0.244830	-0.742957
chrX:136349700-136349900	0.004419	-0.127161	1.023544	0.248516	-0.478780	1.892334	1.082519	0.323841	-0.820733	-0.349278	0.191836	0.208122	-1.127290	-0.974785	-1.333805	1.964753	-0.792062	-1.503690	-0.423557
chr8:60796100-60796300	0.581191	-0.650185	-0.379491	-1.039762	-1.038142	0.582037	-0.399947	-0.772056	1.218085	-0.287743	-0.624098	0.205728	0.362427	0.252481	0.105253	-1.319636	-0.245623	-0.175614	-0.647748
chr14:87861100-87861300	0.631781	-0.284465	-0.289904	-1.506233	0.391446	-0.134636	0.351667	-1.172187	-1.532847	-0.954750	2.181245	1.508557	0.253507	0.125680	-0.625135	0.322558	0.466199	1.584068	1.156206
chr3:140028100-140028300	-1.259097	-0.038177	-0.443166	-0.934401	-0.986174	1.335858	-0.875638	-0.134966	1.475686	-0.780434	0.227056	-1.630493	0.253507	-0.847984	1.075023	0.031040	0.584353	-1.173082	3.077710
chr16:13862800-13863000	0.493465	-0.300291	1.089752	-0.163146	0.057361	0.777818	0.014610	-0.187542	0.329761	-0.098134	0.076426	0.750792	0.798041	0.248302	1.142411	-0.135833	0.634411	0.789513	0.597320
chr8:101644300-101644500	0.512147	-1.624387	-0.379491	-0.511380	0.727284	1.247818	-0.185866	0.433230	-0.927264	-1.374094	0.073057	1.363008	0.802684	-1.948448	-1.268344	1.673235	0.814367	1.477991	0.613122
chr4:75095400-75095600	-0.092330	0.661344	2.247404	0.847679	-0.044438	-1.296627	0.770169	0.195445	-0.803612	-0.328885	0.191836	0.322079	-0.469192	-0.847984	0.056378	0.031040	1.467148	-0.116378	-0.248982
chr8:78715100-78715300	-0.836820	-1.688590	-0.443166	0.515904	-0.950908	-0.002117	-0.915128	-1.148914	-1.474490	-1.255114	0.328926	-0.160201	0.911605	0.252481	0.308604	0.322558	-0.660895	0.501721	-0.223858
chr4:80305200-80305400	-1.301616	0.780616	-1.603352	0.165448	-0.235120	0.490240	1.544863	-0.990341	1.684687	-0.780434	0.188167	1.327730	0.802684	0.125680	1.073079	0.403095	0.201296	-1.222850	-0.500542
chr13:78085500-78085700	-0.438299	-0.056382	-0.086363	-0.768513	0.223126	-1.188839	-1.120018	-0.527014	-0.340936	-1.594390	0.656234	-1.535655	0.026218	1.396139	0.527024	0.172721	-0.834556	-0.633225	-0.636460
chrY:66862100-66862300	-0.222548	-0.866097	0.933957	-0.105196	-1.087119	-0.347936	-0.318139	-0.732339	0.732666	0.633084	0.174927	-0.339228	0.144380	1.226145	-0.413545	0.322558	-0.438013	1.067794	-0.872507
chr9:124102000-124102200	-0.466386	-0.249486	1.023544	2.164202	0.639763	0.182676	1.312085	0.902597	0.850352	-0.350504	0.188167	1.550288	-1.127290	0.125680	-0.729869	1.964753	1.735896	0.575042	1.664331
chr2:173159000-173159200	-1.280059	0.036208	-0.379491	-0.063306	-0.278970	1.621612	1.101780	0.335192	-0.956002	-0.509741	-0.331802	0.588466	0.802684	-0.847984	1.988254	-1.239099	1.209268	-1.195703	-1.416972
chr2:16360400-16360600	-1.243988	-0.718240	0.870282	-1.138821	-0.687165	-0.678195	-0.042524	-0.419148	0.021670	-0.349278	0.227056	0.830310	-1.018370	0.252481	-0.921837	0.031040	-0.145448	0.757709	0.431379
chr1:35029400-35029600	2.750181	-1.140171	1.089752	0.685050	-0.369058	-1.682384	2.362970	1.228326	-0.696673	-0.176204	1.961043	1.067034	0.026218	1.396139	0.231941	0.172721	-1.027936	-0.583449	0.945337
chr9:78759600-78759800	-0.814967	0.366134	0.628002	-0.820452	-1.204304	1.673510	2.291483	-0.119564	2.080777	1.538920	0.086297	1.354908	-3.465402	0.125680	0.478843	0.322558	-0.232841	0.849300	2.821835
chr2:104166700-104166900	-0.074321	-0.728276	-0.379491	-0.346205	0.065092	0.041348	1.383493	-0.251804	0.850478	2.284380	-0.172283	-0.041630	0.253300	-1.948448	-0.223902	0.031040	-0.002414	0.977998	-1.897402
chr7:131226300-131226500	-1.404189	0.513492	-0.443166	-2.067935	-1.266884	-0.175523	-2.196344	-0.510140	-0.151164	-0.976729	-2.021891	1.323311	0.253300	-0.974785	-2.378881	-1.319636	0.267117	1.197225	-0.486741
chr8:108636200-108636400	0.473914	0.384252	-0.086363	0.246771	-0.526986	2.187410	0.600992	-1.925434	1.735427	0.798521	0.090741	-1.564812	-1.464738	-0.899536	-0.226341	0.172721	1.753568	-0.178641	-0.571595
chr9:85080700-85080900	-0.711001	-0.693961	-0.379491	-1.790958	0.581015	0.089035	0.297352	-0.484176	1.593497	-0.569954	0.139707	-0.941981	-1.127497	1.226145	0.205622	0.322558	0.005577	0.069201	-0.674311
chr3:83745200-83745400	-1.025908	0.784676	0.870282	0.326843	0.917341	-0.190866	1.522674	-0.877164	1.593497	-0.918049	-0.141819	2.184428	0.144380	0.252481	-0.916146	0.403095	1.652854	0.140515	-0.985147
chr16:41446300-41446500	-1.389782	-0.593037	0.870282	-0.245228	0.326854	0.212277	0.669587	0.601714	-0.458088	-0.017777	0.399815	-0.909885	0.253507	0.125680	2.214549	0.322558	0.165530	-0.828140	-0.802703
chr3:120011600-120011800	-1.024070	-1.483123	0.628002	-0.184623	-1.120537	0.462577	-1.215957	-0.524187	-0.667089	-0.635837	0.188167	-0.666221	0.253300	0.125680	-0.433879	-1.319636	-0.951287	0.481246	-1.216356
chr15:11986300-11986500	0.498639	-0.276694	-1.417845	-0.626423	0.744640	0.301203	0.046971	-0.060139	0.920536	-0.382693	-1.560507	-0.639841	-1.592441	-0.767276	1.711064	-1.480194	-1.276184	-0.546423	-0.967818
chr7:20924700-20924900	0.646783	-0.910609	-0.379491	-0.990294	0.300317	0.219339	-0.460565	-0.627045	-0.753803	0.227316	-0.067702	-0.115218	0.253507	0.252481	-0.222993	0.403095	-0.216694	2.102831	0.446249
chr9:108617600-108617800	1.984297	0.740141	0.933957	0.089648	-0.550544	-0.446598	0.835492	0.935086	1.304925	-0.603267	0.073057	0.341674	0.253507	1.352946	0.003269	0.322558	0.699874	0.481246	0.083456
chr5:54850600-54850800	2.014637	-0.012582	0.870282	0.831432	2.792320	-1.195165	1.011400	-1.037446	1.442854	0.633084	-0.331802	-0.751909	0.253300	0.125680	0.898536	1.964753	0.161169	2.458437	0.567713
chr8:111256600-111256800	0.492695	-0.855957	-0.177181	-0.013024	0.022909	0.857530	-0.228286	-0.690040	-1.425551	-0.740554	0.053521	-0.716696	-1.592441	1.396139	-0.440882	-0.135833	1.079300	-1.363647	0.154911
chr1:168728500-168728700	0.565948	-0.408175	0.781265	-0.469675	-0.607843	-0.119646	1.074323	0.550136	-0.493902	-0.172589	-0.067702	-0.546859	0.802684	-0.974785	0.360440	0.322558	1.819128	-0.166214	0.564790
chr12:76258900-76259100	-0.926661	-0.113961	2.485784	1.079735	0.167855	1.604459	-1.085324	-0.633742	-0.199995	-0.382693	1.961043	-0.052594	0.026218	0.380562	-0.063995	0.172721	-0.331412	-0.026692	-0.323586
chrX:166801600-166801800	-1.169005	-1.650231	-1.603352	-0.233488	-0.605144	-0.274395	0.029389	0.154863	-3.073625	-0.932387	0.245816	-0.419945	0.253300	-0.847984	1.458036	0.322558	-0.691481	-0.973330	0.067821
chr10:113166600-113166800	0.107990	-0.610970	-0.379491	0.722615	0.108901	-0.894466	0.141800	-0.594696	-1.554128	-0.172589	0.188167	-1.172477	0.802684	-0.974785	-0.996385	-1.239099	0.070126	0.150637	0.049511
chr6:63931000-63931200	-1.311097	0.182140	0.628002	-0.283355	-0.116129	1.541964	1.676955	0.880163	-1.028193	0.682970	-1.862372	0.540253	-1.127497	0.125680	-1.147370	1.964753	0.693356	0.140515	-1.971266
chr15:6155700-6155900	0.946090	-0.076981	0.628002	0.318776	-0.783117	-1.386444	-0.700609	-0.482129	-0.383362	0.396182	-0.331802	1.188861	-0.404798	1.226145	1.135923	1.964753	1.033050	0.124427	-0.036003
chr10:51818600-51818800	-1.017327	-0.466938	-0.379491	0.176558	-0.873530	0.631860	-0.254840	3.042494	0.659594	0.235719	-1.849133	0.255937	0.253300	0.125680	-0.700481	-1.319636	2.470365	0.731849	-1.065332
