Motif	# matches	% matches input	# matches background	%matches background	P-value	log10 P-value	ROC AUC	PR AUC	Enr. at 1% FPR	Recall at 10% FDR
GM.5.0.Forkhead.0043	24050	22.284	668	6.680	0.00e+00	inf	0.447	0.920	3.34	1.0000
GM.5.0.Mixed.0078	2119	1.963	100	1.000	1.17e-13	12.930	0.500	0.919	1.96	1.0000
GM.5.0.Nuclear_receptor.0106	609	0.564	100	1.000	1.00e+00	0.000	0.433	0.897	0.56	1.0000
GM.5.0.bZIP.0076	1477	1.369	100	1.000	8.54e-04	3.069	0.530	0.922	1.37	1.0000
GM.5.0.GATA.0019	1524	1.412	103	1.030	6.74e-04	3.171	0.548	0.926	1.37	1.0000
GM.5.0.Unknown.0100	1482	1.373	104	1.040	2.48e-03	2.605	0.531	0.922	1.32	1.0000
GM.5.0.Myb_SANT.0014	1699	1.574	100	1.000	1.34e-06	5.872	0.556	0.928	1.57	1.0000
GM.5.0.GATA.0020	1954	1.810	100	1.000	1.19e-10	9.924	0.581	0.933	1.81	1.0000
GM.5.0.bHLH.0092	1330	1.232	108	1.080	9.87e-02	1.006	0.583	0.934	1.14	1.0000
GM.5.0.SMAD.0018	1021	0.946	102	1.020	7.85e-01	0.105	0.536	0.921	0.93	1.0000
GM.5.0.C2H2_ZF.0205	1633	1.513	104	1.040	5.10e-05	4.292	0.539	0.927	1.45	1.0000
GM.5.0.Unknown.0101	3580	3.317	100	1.000	1.42e-48	47.847	0.565	0.932	3.32	1.0000
GM.5.0.THAP_finger.0005	1677	1.554	100	1.000	2.74e-06	5.562	0.536	0.924	1.55	1.0000
GM.5.0.Nuclear_receptor.0107	2217	2.054	100	1.000	1.45e-15	14.839	0.530	0.924	2.05	1.0000
GM.5.0.Nuclear_receptor.0108	3675	3.405	100	1.000	3.38e-51	50.472	0.593	0.939	3.41	1.0000
GM.5.0.GATA.0021	1407	1.304	100	1.000	4.45e-03	2.352	0.542	0.924	1.30	1.0000
GM.5.0.C2H2_ZF.0206	898	0.832	100	1.000	9.62e-01	0.017	0.501	0.914	0.83	1.0000
GM.5.0.Homeodomain.0159	769	0.713	139	1.390	1.00e+00	-0.000	0.474	0.907	0.51	1.0000
GM.5.0.C2H2_ZF.0207	2313	2.143	100	1.000	1.63e-17	16.788	0.525	0.924	2.14	1.0000
GM.5.0.Mixed.0079	2106	1.951	100	1.000	2.07e-13	12.684	0.533	0.925	1.95	1.0000
GM.5.0.bZIP.0077	1088	1.008	100	1.000	4.96e-01	0.305	0.498	0.916	1.01	1.0000
GM.5.0.Unknown.0102	1372	1.271	100	1.000	9.39e-03	2.027	0.518	0.919	1.27	1.0000
GM.5.0.Unknown.0103	1652	1.531	116	1.160	1.49e-03	2.826	0.540	0.924	1.32	1.0000
GM.5.0.C2H2_ZF.0208	1227	1.137	100	1.000	1.15e-01	0.938	0.539	0.923	1.14	1.0000
GM.5.0.Unknown.0104	2828	2.620	100	1.000	4.21e-29	28.375	0.558	0.931	2.62	1.0000
GM.5.0.Paired_box.0015	1374	1.273	100	1.000	9.01e-03	2.045	0.506	0.918	1.27	1.0000
GM.5.0.bHLH.0093	1152	1.067	100	1.000	2.85e-01	0.546	0.478	0.913	1.07	1.0000
GM.5.0.Ets.0035	613	0.568	100	1.000	1.00e+00	0.000	0.467	0.904	0.57	1.0000
GM.5.0.STAT.0019	992	0.919	100	1.000	8.07e-01	0.093	0.493	0.913	0.92	1.0000
GM.5.0.bHLH.0094	1127	1.044	104	1.040	5.10e-01	0.292	0.522	0.920	1.00	1.0000
GM.5.0.DM.0006	1643	1.522	100	1.000	8.04e-06	5.095	0.545	0.926	1.52	1.0000
GM.5.0.Unknown.0105	1573	1.457	100	1.000	6.49e-05	4.187	0.526	0.922	1.46	1.0000
GM.5.0.Homeodomain.0160	1124	1.041	100	1.000	3.72e-01	0.430	0.514	0.919	1.04	1.0000
GM.5.0.Unknown.0106	1381	1.280	100	1.000	7.79e-03	2.109	0.525	0.921	1.28	1.0000
GM.5.0.Unknown.0107	3274	3.034	100	1.000	2.37e-40	39.625	0.555	0.927	3.03	1.0000
GM.5.0.Nuclear_receptor.0109	1254	1.162	100	1.000	7.80e-02	1.108	0.502	0.917	1.16	1.0000
GM.5.0.Paired_box.0016	1135	1.052	100	1.000	3.36e-01	0.473	0.519	0.919	1.05	1.0000
GM.5.0.C2H2_ZF.0209	1107	1.026	100	1.000	4.29e-01	0.367	0.505	0.917	1.03	1.0000
GM.5.0.Nuclear_receptor.0110	741	0.687	100	1.000	1.00e+00	0.000	0.474	0.908	0.69	1.0000
GM.5.0.MADS_box.0017	778	0.721	131	1.310	1.00e+00	0.000	0.479	0.910	0.55	1.0000
GM.5.0.Unknown.0108	2220	2.057	108	1.080	2.36e-13	12.627	0.549	0.927	1.90	1.0000
GM.5.0.Unknown.0109	1091	1.011	100	1.000	4.85e-01	0.314	0.527	0.920	1.01	1.0000
GM.5.0.Unknown.0110	3277	3.036	100	1.000	1.98e-40	39.704	0.611	0.941	3.04	1.0000
GM.5.0.bHLH.0095	1856	1.720	118	1.180	1.52e-05	4.819	0.525	0.923	1.46	1.0000
GM.5.0.Forkhead.0044	2026	1.877	100	1.000	6.28e-12	11.202	0.535	0.925	1.88	1.0000
GM.5.0.bZIP.0078	1379	1.278	103	1.030	1.67e-02	1.777	0.515	0.919	1.24	1.0000
GM.5.0.CUT_Homeodomain.0010	1624	1.505	100	1.000	1.44e-05	4.841	0.531	0.924	1.50	1.0000
GM.5.0.bHLH.0096	1561	1.446	100	1.000	9.13e-05	4.039	0.514	0.920	1.45	1.0000
GM.5.0.Sox.0032	938	0.869	100	1.000	9.17e-01	0.038	0.500	0.914	0.87	1.0000
GM.5.0.C2H2_ZF.0210	10701	9.915	674	6.740	2.91e-27	26.535	0.559	0.931	1.47	1.0000
GM.5.0.ARID_BRIGHT.0003	1282	1.188	142	1.420	9.79e-01	0.009	0.552	0.925	0.84	1.0000
GM.5.0.Nuclear_receptor.0111	748	0.693	100	1.000	1.00e+00	0.000	0.451	0.903	0.69	1.0000
GM.5.0.Nuclear_receptor.0112	1041	0.965	100	1.000	6.60e-01	0.181	0.469	0.909	0.96	1.0000
GM.5.0.C2H2_ZF.0211	4403	4.080	100	1.000	2.97e-72	71.527	0.657	0.950	4.08	1.0000
GM.5.0.Mixed.0080	19190	17.781	534	5.340	8.14e-283	282.089	0.481	0.921	3.33	1.0000
GM.5.0.bZIP.0079	1037	0.961	109	1.090	9.04e-01	0.044	0.501	0.914	0.88	1.0000
GM.5.0.Unknown.0111	3982	3.690	100	1.000	6.94e-60	59.159	0.612	0.942	3.69	1.0000
GM.5.0.Unknown.0112	3855	3.572	100	1.000	2.96e-56	55.528	0.585	0.938	3.57	1.0000
GM.5.0.Homeodomain.0161	848	0.786	101	1.010	9.92e-01	0.004	0.480	0.909	0.78	1.0000
GM.5.0.GATA.0022	1166	1.080	100	1.000	2.46e-01	0.610	0.525	0.920	1.08	1.0000
GM.5.0.Ets.0036	973	0.902	109	1.090	9.72e-01	0.012	0.541	0.925	0.83	1.0000
GM.5.0.bHLH.0097	6151	5.699	100	1.000	8.25e-128	127.083	0.633	0.948	5.70	1.0000
GM.5.0.Homeodomain_POU.0016	2762	2.559	110	1.100	8.32e-24	23.080	0.534	0.925	2.33	1.0000
GM.5.0.Nuclear_receptor.0113	989	0.916	100	1.000	8.14e-01	0.089	0.487	0.912	0.92	1.0000
GM.5.0.Rel.0021	1125	1.042	100	1.000	3.68e-01	0.434	0.502	0.916	1.04	1.0000
GM.5.0.GATA.0023	1668	1.546	100	1.000	3.66e-06	5.436	0.544	0.925	1.55	1.0000
GM.5.0.IRF.0016	3040	2.817	100	1.000	2.49e-34	33.603	0.610	0.940	2.82	1.0000
GM.5.0.Unknown.0113	1683	1.559	100	1.000	2.26e-06	5.646	0.520	0.921	1.56	1.0000
GM.5.0.bHLH.0098	2291	2.123	102	1.020	1.92e-16	15.716	0.584	0.935	2.08	1.0000
GM.5.0.bZIP.0080	1258	1.166	100	1.000	7.33e-02	1.135	0.479	0.912	1.17	1.0000
GM.5.0.Ets.0037	3344	3.098	101	1.010	9.96e-42	41.002	0.606	0.941	3.07	1.0000
GM.5.0.Ets.0038	1548	1.434	100	1.000	1.31e-04	3.882	0.532	0.923	1.43	1.0000
GM.5.0.Forkhead.0045	2738	2.537	100	1.000	5.90e-27	26.229	0.608	0.940	2.54	1.0000
GM.5.0.Homeodomain.0162	672	0.623	100	1.000	1.00e+00	0.000	0.458	0.904	0.62	1.0000
GM.5.0.Sox.0033	3652	3.384	551	5.510	1.00e+00	0.000	0.481	0.910	0.61	1.0000
GM.5.0.C2H2_ZF.0212	5699	5.280	100	1.000	6.62e-113	112.179	0.589	0.941	5.28	1.0000
GM.5.0.Rel.0022	1000	0.927	100	1.000	7.86e-01	0.105	0.482	0.912	0.93	1.0000
GM.5.0.Homeodomain.0163	1628	1.508	100	1.000	1.28e-05	4.894	0.540	0.926	1.51	1.0000
GM.5.0.Homeodomain.0164	1226	1.136	106	1.060	2.64e-01	0.578	0.506	0.917	1.07	1.0000
GM.5.0.Homeodomain.0165	1654	1.533	100	1.000	5.70e-06	5.244	0.522	0.922	1.53	1.0000
GM.5.0.Forkhead.0046	4501	4.170	101	1.010	1.34e-74	73.872	0.626	0.945	4.13	1.0000
GM.5.0.THAP_finger.0006	799	0.740	100	1.000	9.98e-01	0.001	0.481	0.911	0.74	1.0000
GM.5.0.Unknown.0114	2013	1.865	100	1.000	1.08e-11	10.967	0.571	0.931	1.87	1.0000
GM.5.0.bHLH.0099	2844	2.635	100	1.000	1.73e-29	28.762	0.602	0.937	2.64	1.0000
GM.5.0.MADS_box.0018	1073	0.994	100	1.000	5.49e-01	0.261	0.509	0.917	0.99	1.0000
GM.5.0.Prospero.0001	693	0.642	100	1.000	1.00e+00	0.000	0.468	0.906	0.64	1.0000
GM.5.0.C2H2_ZF.0213	1485	1.376	116	1.160	3.86e-02	1.413	0.534	0.924	1.19	1.0000
GM.5.0.IRF.0017	3049	2.825	102	1.020	1.07e-33	32.970	0.599	0.939	2.77	1.0000
GM.5.0.Mixed.0081	3624	3.358	100	1.000	8.73e-50	49.059	0.617	0.943	3.36	1.0000
GM.5.0.bHLH.0100	1273	1.180	100	1.000	5.79e-02	1.237	0.522	0.921	1.18	1.0000
GM.5.0.p53.0008	1067	0.989	103	1.030	6.78e-01	0.169	0.492	0.913	0.96	1.0000
GM.5.0.Forkhead.0047	1484	1.375	100	1.000	7.16e-04	3.145	0.540	0.924	1.38	1.0000
GM.5.0.Ets.0039	2521	2.336	108	1.080	2.76e-19	18.558	0.565	0.932	2.16	1.0000
GM.5.0.Unknown.0115	4190	3.882	587	5.870	1.00e+00	-0.000	0.436	0.899	0.66	1.0000
GM.5.0.Unknown.0116	2659	2.464	100	1.000	4.13e-25	24.384	0.545	0.924	2.46	1.0000
GM.5.0.Unknown.0117	1387	1.285	177	1.770	1.00e+00	0.000	0.494	0.912	0.73	1.0000
GM.5.0.Unknown.0118	1262	1.169	100	1.000	6.89e-02	1.161	0.519	0.921	1.17	1.0000
GM.5.0.Ets.0040	1765	1.635	100	1.000	1.43e-07	6.844	0.558	0.929	1.64	1.0000
GM.5.0.bZIP.0081	1555	1.441	100	1.000	1.08e-04	3.966	0.538	0.924	1.44	1.0000
GM.5.0.Unknown.0119	1173	1.087	100	1.000	2.27e-01	0.643	0.494	0.915	1.09	1.0000
GM.5.0.bHLH.0101	3644	3.376	100	1.000	2.44e-50	49.612	0.628	0.945	3.38	1.0000
GM.5.0.Unknown.0120	3575	3.312	101	1.010	6.17e-48	47.210	0.596	0.937	3.28	1.0000
GM.5.0.HSF.0007	565	0.524	110	1.100	1.00e+00	-0.000	0.459	0.904	0.48	1.0000
GM.5.0.SMAD.0019	2952	2.735	109	1.090	1.63e-28	27.787	0.602	0.939	2.51	1.0000
GM.5.0.Mixed.0082	4721	4.374	100	1.000	6.72e-82	81.173	0.634	0.947	4.37	1.0000
GM.5.0.C2H2_ZF.0214	4662	4.320	412	4.120	1.80e-01	0.744	0.486	0.913	1.05	1.0000
GM.5.0.C2H2_ZF.0215	1690	1.566	100	1.000	1.80e-06	5.744	0.546	0.926	1.57	1.0000
GM.5.0.Unknown.0121	3169	2.936	324	3.240	9.58e-01	0.019	0.507	0.917	0.91	1.0000
GM.5.0.bZIP.0082	1242	1.151	100	1.000	9.32e-02	1.030	0.516	0.919	1.15	1.0000
GM.5.0.Unknown.0122	1071	0.992	132	1.320	9.99e-01	0.000	0.515	0.917	0.75	1.0000
GM.5.0.C2H2_ZF.0216	1048	0.971	100	1.000	6.36e-01	0.196	0.488	0.913	0.97	1.0000
GM.5.0.bHLH.0102	3644	3.376	105	1.050	7.79e-48	47.109	0.616	0.943	3.22	1.0000
GM.5.0.Homeodomain.0166	1148	1.064	100	1.000	2.96e-01	0.528	0.492	0.913	1.06	1.0000
GM.5.0.Forkhead.0048	1012	0.938	102	1.020	8.08e-01	0.092	0.511	0.917	0.92	1.0000
GM.5.0.bZIP.0083	1937	1.795	177	1.770	4.49e-01	0.348	0.514	0.919	1.01	1.0000
GM.5.0.Mixed.0083	867	0.803	103	1.030	9.92e-01	0.004	0.463	0.907	0.78	1.0000
GM.5.0.C2H2_ZF.0217	797	0.738	100	1.000	9.98e-01	0.001	0.502	0.914	0.74	1.0000
GM.5.0.Homeodomain.0167	1358	1.258	111	1.110	1.08e-01	0.968	0.456	0.907	1.13	1.0000
GM.5.0.Unknown.0123	1126	1.043	100	1.000	3.65e-01	0.437	0.499	0.915	1.04	1.0000
GM.5.0.bZIP.0084	1010	0.936	100	1.000	7.57e-01	0.121	0.482	0.911	0.94	1.0000
GM.5.0.Unknown.0124	2645	2.451	105	1.050	5.70e-23	22.244	0.457	0.908	2.33	1.0000
GM.5.0.Unknown.0125	2035	1.886	110	1.100	1.19e-09	8.924	0.543	0.925	1.71	1.0000
GM.5.0.Unknown.0126	1325	1.228	100	1.000	2.36e-02	1.628	0.543	0.924	1.23	1.0000
GM.5.0.Paired_box.0017	1949	1.806	101	1.010	2.55e-10	9.593	0.590	0.935	1.79	1.0000
GM.5.0.Mixed.0084	769	0.713	102	1.020	1.00e+00	0.000	0.436	0.899	0.70	1.0000
GM.5.0.Mixed.0085	1514	1.403	100	1.000	3.30e-04	3.482	0.508	0.919	1.40	1.0000
GM.5.0.Unknown.0127	3234	2.996	100	1.000	2.64e-39	38.579	0.600	0.939	3.00	1.0000
GM.5.0.Forkhead.0049	3269	3.029	100	1.000	3.21e-40	39.494	0.588	0.938	3.03	1.0000
GM.5.0.C2H2_ZF.0218	652	0.604	108	1.080	1.00e+00	0.000	0.457	0.903	0.56	1.0000
GM.5.0.Nuclear_receptor.0114	818	0.758	100	1.000	9.95e-01	0.002	0.448	0.904	0.76	1.0000
GM.5.0.Nuclear_receptor.0115	786	0.728	100	1.000	9.98e-01	0.001	0.529	0.920	0.73	1.0000
GM.5.0.Grainyhead.0008	976	0.904	102	1.020	8.87e-01	0.052	0.490	0.912	0.89	1.0000
GM.5.0.bHLH.0103	1717	1.591	100	1.000	7.39e-07	6.131	0.538	0.925	1.59	1.0000
GM.5.0.Mixed.0086	1274	1.180	100	1.000	5.70e-02	1.244	0.532	0.923	1.18	1.0000
GM.5.0.Mixed.0087	851	0.789	101	1.010	9.91e-01	0.004	0.509	0.917	0.78	1.0000
GM.5.0.Rel.0023	1057	0.979	100	1.000	6.05e-01	0.218	0.484	0.911	0.98	1.0000
GM.5.0.Myb_SANT.0015	1156	1.071	100	1.000	2.73e-01	0.563	0.528	0.921	1.07	1.0000
GM.5.0.Homeodomain.0168	688	0.637	102	1.020	1.00e+00	0.000	0.481	0.910	0.62	1.0000
GM.5.0.Nuclear_receptor.0116	1503	1.393	100	1.000	4.40e-04	3.357	0.521	0.921	1.39	1.0000
GM.5.0.bHLH.0104	1500	1.390	100	1.000	4.76e-04	3.323	0.533	0.923	1.39	1.0000
GM.5.0.STAT.0020	2055	1.904	100	1.000	1.85e-12	11.732	0.539	0.926	1.90	1.0000
GM.5.0.RFX.0010	3445	3.192	100	1.000	6.68e-45	44.175	0.538	0.928	3.19	1.0000
GM.5.0.Nuclear_receptor.0117	856	0.793	108	1.080	9.99e-01	0.001	0.431	0.900	0.73	1.0000
GM.5.0.Nuclear_receptor.0118	528	0.489	100	1.000	1.00e+00	0.000	0.426	0.896	0.49	1.0000
GM.5.0.Unknown.0128	1490	1.381	100	1.000	6.15e-04	3.211	0.476	0.912	1.38	1.0000
GM.5.0.IRF.0018	2259	2.093	219	2.190	7.54e-01	0.122	0.535	0.922	0.96	1.0000
GM.5.0.RFX.0011	1352	1.253	100	1.000	1.41e-02	1.852	0.499	0.916	1.25	1.0000
GM.5.0.C2H2_ZF.0219	995	0.922	100	1.000	7.99e-01	0.097	0.512	0.917	0.92	1.0000
GM.5.0.Unknown.0129	767	0.711	101	1.010	9.99e-01	0.000	0.483	0.911	0.70	1.0000
GM.5.0.bHLH.0105	1165	1.079	172	1.720	1.00e+00	0.000	0.476	0.910	0.63	1.0000
GM.5.0.Unknown.0130	1196	1.108	100	1.000	1.73e-01	0.761	0.484	0.912	1.11	1.0000
GM.5.0.Nuclear_receptor.0119	632	0.586	100	1.000	1.00e+00	0.000	0.449	0.902	0.59	1.0000
GM.5.0.Sox.0034	7634	7.073	819	8.190	1.00e+00	0.000	0.486	0.913	0.86	1.0000
GM.5.0.Unknown.0131	4692	4.347	467	4.670	9.36e-01	0.028	0.480	0.912	0.93	1.0000
GM.5.0.STAT.0021	5174	4.794	562	5.620	1.00e+00	0.000	0.518	0.917	0.85	1.0000
GM.5.0.bZIP.0085	4879	4.521	212	2.120	2.35e-35	34.630	0.537	0.928	2.13	1.0000
GM.5.0.Homeodomain.0169	2321	2.151	101	1.010	2.31e-17	16.637	0.532	0.927	2.13	1.0000
GM.5.0.RFX.0012	1697	1.572	100	1.000	1.43e-06	5.844	0.544	0.926	1.57	1.0000
GM.5.0.C2H2_ZF.0220	5464	5.063	100	1.000	2.73e-105	104.564	0.623	0.946	5.06	1.0000
GM.5.0.bHLH.0106	3530	3.271	100	1.000	3.32e-47	46.479	0.662	0.950	3.27	1.0000
GM.5.0.Unknown.0132	4326	4.008	100	1.000	5.90e-70	69.229	0.637	0.947	4.01	1.0000
GM.5.0.Unknown.0133	1202	1.114	100	1.000	1.61e-01	0.794	0.516	0.919	1.11	1.0000
GM.5.0.C2H2_ZF.0221	2035	1.886	100	1.000	4.31e-12	11.366	0.522	0.922	1.89	1.0000
GM.5.0.Unknown.0134	1017	0.942	101	1.010	7.67e-01	0.115	0.491	0.914	0.93	1.0000
GM.5.0.C2H2_ZF.0222	1197	1.109	100	1.000	1.71e-01	0.767	0.507	0.918	1.11	1.0000
GM.5.0.C2H2_ZF_Homeodomain.0004	777	0.720	101	1.010	9.99e-01	0.000	0.544	0.924	0.71	1.0000
GM.5.0.bHLH.0107	1106	1.025	100	1.000	4.33e-01	0.364	0.502	0.917	1.02	1.0000
GM.5.0.bHLH.0108	2678	2.481	100	1.000	1.50e-25	24.824	0.578	0.934	2.48	1.0000
GM.5.0.C2H2_ZF.0223	2624	2.431	102	1.020	1.42e-23	22.847	0.550	0.930	2.38	1.0000
GM.5.0.bZIP.0086	1406	1.303	100	1.000	4.55e-03	2.342	0.515	0.920	1.30	1.0000
GM.5.0.Unknown.0135	2339	2.167	118	1.180	6.77e-13	12.169	0.546	0.928	1.84	1.0000
GM.5.0.C2H2_ZF.0224	806	0.747	101	1.010	9.98e-01	0.001	0.482	0.911	0.74	1.0000
GM.5.0.bHLH.0109	3177	2.944	100	1.000	7.96e-38	37.099	0.545	0.927	2.94	1.0000
GM.5.0.Paired_box.0018	886	0.821	100	1.000	9.71e-01	0.013	0.452	0.905	0.82	1.0000
GM.5.0.bHLH.0110	2803	2.597	105	1.050	1.46e-26	25.835	0.586	0.934	2.47	1.0000
GM.5.0.C2H2_ZF.0225	1803	1.671	100	1.000	3.73e-08	7.429	0.575	0.932	1.67	1.0000
GM.5.0.C2H2_ZF.0226	593	0.549	107	1.070	1.00e+00	0.000	0.492	0.910	0.51	1.0000
GM.5.0.Unknown.0136	4307	3.991	100	1.000	2.17e-69	68.664	0.616	0.944	3.99	1.0000
GM.5.0.Sox.0035	1256	1.164	100	1.000	7.56e-02	1.121	0.495	0.914	1.16	1.0000
GM.5.0.Unknown.0137	4448	4.121	100	1.000	1.33e-73	72.877	0.598	0.940	4.12	1.0000
GM.5.0.bHLH.0111	732	0.678	100	1.000	1.00e+00	0.000	0.478	0.908	0.68	1.0000
GM.5.0.Ets.0041	1809	1.676	101	1.010	4.91e-08	7.309	0.539	0.925	1.66	1.0000
GM.5.0.Unknown.0138	1004	0.930	102	1.020	8.28e-01	0.082	0.480	0.910	0.91	1.0000
GM.5.0.C2H2_ZF.0227	1355	1.255	100	1.000	1.33e-02	1.878	0.543	0.924	1.26	1.0000
GM.5.0.bHLH.0112	1146	1.062	100	1.000	3.02e-01	0.519	0.500	0.916	1.06	1.0000
GM.5.0.bHLH.0113	669	0.620	100	1.000	1.00e+00	0.000	0.467	0.907	0.62	1.0000
GM.5.0.HSF.0008	1121	1.039	103	1.030	4.93e-01	0.307	0.494	0.915	1.01	1.0000
GM.5.0.CUT_Homeodomain.0011	789	0.731	100	1.000	9.98e-01	0.001	0.464	0.904	0.73	1.0000
GM.5.0.Mixed.0088	1508	1.397	100	1.000	3.86e-04	3.413	0.567	0.930	1.40	1.0000
GM.5.0.Ets.0042	1814	1.681	100	1.000	2.50e-08	7.601	0.540	0.926	1.68	1.0000
GM.5.0.Homeodomain.0170	1422	1.318	158	1.580	9.86e-01	0.006	0.487	0.913	0.83	1.0000
GM.5.0.Homeodomain.0171	1576	1.460	100	1.000	5.96e-05	4.225	0.500	0.918	1.46	1.0000
GM.5.0.C2H2_ZF.0228	598	0.554	100	1.000	1.00e+00	0.000	0.463	0.907	0.55	1.0000
GM.5.0.Homeodomain.0172	903	0.837	101	1.010	9.66e-01	0.015	0.467	0.908	0.83	1.0000
GM.5.0.T-box.0021	1214	1.125	100	1.000	1.38e-01	0.861	0.503	0.916	1.12	1.0000
GM.5.0.C2H2_ZF.0229	1829	1.695	100	1.000	1.45e-08	7.839	0.571	0.931	1.69	1.0000
GM.5.0.Nuclear_receptor.0120	599	0.555	100	1.000	1.00e+00	0.000	0.435	0.899	0.56	1.0000
GM.5.0.Nuclear_receptor.0121	1954	1.810	100	1.000	1.19e-10	9.924	0.553	0.928	1.81	1.0000
GM.5.0.bHLH.0114	2052	1.901	100	1.000	2.10e-12	11.677	0.525	0.923	1.90	1.0000
GM.5.0.C2H2_ZF.0230	1256	1.164	100	1.000	7.56e-02	1.121	0.511	0.918	1.16	1.0000
GM.5.0.Nuclear_receptor.0122	1441	1.335	100	1.000	2.05e-03	2.689	0.519	0.920	1.34	1.0000
GM.5.0.GATA.0024	1079	1.000	110	1.100	8.44e-01	0.074	0.504	0.917	0.91	1.0000
GM.5.0.Unknown.0139	1199	1.111	101	1.010	1.92e-01	0.717	0.538	0.924	1.10	1.0000
GM.5.0.bHLH.0115	3340	3.095	113	1.130	2.78e-36	35.556	0.605	0.940	2.74	1.0000
GM.5.0.C2H2_ZF.0231	2094	1.940	119	1.190	1.22e-08	7.915	0.545	0.928	1.63	1.0000
GM.5.0.Unknown.0140	827	0.766	101	1.010	9.95e-01	0.002	0.443	0.902	0.76	1.0000
GM.5.0.C2H2_ZF.0232	2091	1.937	104	1.040	4.65e-12	11.333	0.506	0.920	1.86	1.0000
GM.5.0.C2H2_ZF.0233	1520	1.408	100	1.000	2.81e-04	3.551	0.549	0.926	1.41	1.0000
GM.5.0.bZIP.0087	7322	6.784	100	1.000	8.80e-168	167.056	0.638	0.949	6.78	1.0000
GM.5.0.Homeodomain.0173	2576	2.387	189	1.890	7.04e-04	3.152	0.506	0.922	1.26	1.0000
GM.5.0.C2H2_ZF.0234	2057	1.906	100	1.000	1.70e-12	11.769	0.534	0.925	1.91	1.0000
GM.5.0.bHLH.0116	4323	4.006	102	1.020	1.05e-68	67.977	0.623	0.946	3.93	1.0000
GM.5.0.C2H2_ZF.0235	1244	1.153	100	1.000	9.05e-02	1.043	0.527	0.921	1.15	1.0000
GM.5.0.Homeodomain.0174	1402	1.299	106	1.060	2.12e-02	1.673	0.536	0.924	1.23	1.0000
GM.5.0.p53.0009	1204	1.116	100	1.000	1.57e-01	0.805	0.500	0.916	1.12	1.0000
GM.5.0.GATA.0025	1243	1.152	102	1.020	1.27e-01	0.897	0.509	0.918	1.13	1.0000
GM.5.0.Unknown.0141	1103	1.022	100	1.000	4.43e-01	0.354	0.503	0.914	1.02	1.0000
GM.5.0.C2H2_ZF.0236	725	0.672	102	1.020	1.00e+00	0.000	0.509	0.916	0.66	1.0000
GM.5.0.Nuclear_receptor.0123	1691	1.567	214	2.140	1.00e+00	0.000	0.426	0.900	0.73	1.0000
GM.5.0.bHLH.0117	2413	2.236	100	1.000	1.27e-19	18.896	0.577	0.934	2.24	1.0000
GM.5.0.MADS_box.0019	1986	1.840	100	1.000	3.27e-11	10.485	0.562	0.930	1.84	1.0000
GM.5.0.C2H2_ZF.0237	5251	4.865	100	1.000	1.79e-98	97.747	0.625	0.946	4.87	1.0000
GM.5.0.bZIP.0088	3665	3.396	100	1.000	6.40e-51	50.194	0.598	0.940	3.40	1.0000
GM.5.0.ARID_BRIGHT.0004	1614	1.495	100	1.000	1.95e-05	4.710	0.516	0.920	1.50	1.0000
GM.5.0.C2H2_ZF.0238	1447	1.341	100	1.000	1.77e-03	2.751	0.537	0.923	1.34	1.0000
GM.5.0.C2H2_ZF.0239	1217	1.128	100	1.000	1.32e-01	0.879	0.512	0.918	1.13	1.0000
GM.5.0.Unknown.0142	1738	1.610	100	1.000	3.64e-07	6.439	0.540	0.926	1.61	1.0000
GM.5.0.C2H2_ZF.0240	1235	1.144	100	1.000	1.03e-01	0.987	0.531	0.923	1.14	1.0000
GM.5.0.Paired_box.0019	1381	1.280	100	1.000	7.79e-03	2.109	0.491	0.914	1.28	1.0000
GM.5.0.MADS_box.0020	1805	1.672	131	1.310	2.86e-03	2.543	0.550	0.926	1.28	1.0000
GM.5.0.C2H2_ZF.0241	3917	3.629	100	1.000	5.08e-58	57.294	0.586	0.938	3.63	1.0000
GM.5.0.bHLH.0118	3423	3.172	100	1.000	2.61e-44	43.583	0.606	0.942	3.17	1.0000
GM.5.0.Unknown.0143	3620	3.354	715	7.150	1.00e+00	-0.000	0.456	0.902	0.47	1.0000
GM.5.0.Forkhead.0050	1772	1.642	101	1.010	1.80e-07	6.744	0.565	0.930	1.63	1.0000
GM.5.0.Mixed.0089	1692	1.568	103	1.030	5.98e-06	5.223	0.518	0.918	1.52	1.0000
GM.5.0.Unknown.0144	655	0.607	103	1.030	1.00e+00	0.000	0.449	0.900	0.59	1.0000
GM.5.0.STAT.0022	1770	1.640	102	1.020	3.07e-07	6.513	0.527	0.923	1.61	1.0000
GM.5.0.Homeodomain.0175	1118	1.036	142	1.420	1.00e+00	0.000	0.474	0.909	0.73	1.0000
GM.5.0.Unknown.0145	857	0.794	102	1.020	9.92e-01	0.004	0.443	0.903	0.78	1.0000
GM.5.0.C2H2_ZF.0242	1320	1.223	100	1.000	2.58e-02	1.588	0.521	0.920	1.22	1.0000
GM.5.0.Unknown.0146	3267	3.027	100	1.000	3.62e-40	39.442	0.610	0.941	3.03	1.0000
GM.5.0.C2H2_ZF.0243	974	0.902	100	1.000	8.50e-01	0.071	0.476	0.908	0.90	1.0000
GM.5.0.RFX.0013	1717	1.591	100	1.000	7.39e-07	6.131	0.515	0.920	1.59	1.0000
